,Date,Type,Title,Amount,Note,Category,Subcategory,Account,Tags
142,06-04-2018,1,,21.5,,Restauracja,Jedzenie,Konto osobiste,
143,07-04-2018,1,,4.0,,Jedzenie,,Konto osobiste,
144,09-04-2018,1,,22.04,,Jedzenie,,Konto osobiste,
145,09-04-2018,1,,4.5,,Jedzenie,,Konto osobiste,
146,10-04-2018,1,,18.59,,Jedzenie,,Konto osobiste,
147,11-04-2018,1,,18.85,,Restauracja,Jedzenie,Konto osobiste,
148,11-04-2018,1,,13.26,,Jedzenie,,Konto osobiste,
149,12-04-2018,1,,3.59,,Jedzenie,,Konto osobiste,
150,12-04-2018,1,,4.1,,Jedzenie,,Konto osobiste,
151,13-04-2018,1,,4.04,,Jedzenie,,Konto osobiste,
152,13-04-2018,1,,14.12,,Jedzenie,,Konto osobiste,
153,13-04-2018,1,,90.0,,Bielizna,Odzie�,Konto osobiste,
154,13-04-2018,1,,11.5,,Kosmetyki,Zdrowie i uroda,Konto osobiste,
155,13-04-2018,1,,5.0,,Restauracja,Jedzenie,Konto osobiste,
156,14-04-2018,1,,14.37,,Jedzenie,,Konto osobiste,
157,14-04-2018,1,,8.93,,Jedzenie,,Konto osobiste,
158,14-04-2018,1,,28.85,,Jedzenie,,Konto osobiste,
159,16-04-2018,1,,9.55,,Jedzenie,,Konto osobiste,
160,17-04-2018,1,,3.78,,Jedzenie,,Konto osobiste,
161,17-04-2018,1,,22.99,,Jedzenie,,Konto osobiste,
162,18-04-2018,1,,10.98,,Jedzenie,,Konto osobiste,
163,18-04-2018,1,,5.06,,Jedzenie,,Konto osobiste,
164,19-04-2018,1,,4.5,,Jedzenie,,Konto osobiste,
165,19-04-2018,1,,7.48,,Jedzenie,,Konto osobiste,
166,19-04-2018,1,,12.0,,Restauracja,Jedzenie,Konto osobiste,
167,20-04-2018,1,,9.0,,Restauracja,Jedzenie,Konto osobiste,
168,20-04-2018,1,,532.0,,Dom,,Konto osobiste,
169,20-04-2018,0,,1350.0,,Wyp�ata,Praca,Konto osobiste,
170,20-04-2018,1,,8.0,,Jedzenie,,Konto osobiste,
171,22-04-2018,1,,10.0,,Rozrywka,,Konto osobiste,
172,22-04-2018,1,,10.7,,Jedzenie,,Konto osobiste,
173,23-04-2018,1,,3.69,,Jedzenie,,Konto osobiste,
174,23-04-2018,1,,5.0,,Jedzenie,,Konto osobiste,
175,23-04-2018,1,,2.29,,Jedzenie,,Konto osobiste,
176,23-04-2018,1,,6.68,,Jedzenie,,Konto osobiste,
177,24-04-2018,1,,21.32,,Jedzenie,,Konto osobiste,
178,24-04-2018,1,,15.0,,Fryzjer,Zdrowie i uroda,Konto osobiste,
179,24-04-2018,1,,1.8,,Jedzenie,,Konto osobiste,
180,25-04-2018,1,,6.67,,Jedzenie,,Konto osobiste,
181,25-04-2018,1,,18.25,,Restauracja,Jedzenie,Konto osobiste,
182,25-04-2018,1,,3.18,,Jedzenie,,Konto osobiste,
183,25-04-2018,1,,30.0,,Fotograf,,Konto osobiste,
184,26-04-2018,1,,5.98,,Jedzenie,,Konto osobiste,
185,26-04-2018,1,,80.0,,Gry,Rozrywka,Konto osobiste,
186,27-04-2018,1,,27.5,,Restauracja,Jedzenie,Konto osobiste,
187,01-05-2018,0,,50.0,,,,Konto osobiste,
188,06-05-2018,1,,16.0,,Jedzenie,,Konto osobiste,
189,07-05-2018,1,,11.46,,Jedzenie,,Konto osobiste,
190,07-05-2018,1,,20.0,,Jedzenie,,Konto osobiste,
191,07-05-2018,1,,4.86,,Jedzenie,,Konto osobiste,
192,07-05-2018,1,,22.7,,Kino i teatr,Rozrywka,Konto osobiste,
193,08-05-2018,1,,25.14,,Jedzenie,,Konto osobiste,
194,09-05-2018,1,,16.01,,Restauracja,Jedzenie,Konto osobiste,
195,09-05-2018,1,,18.14,,Jedzenie,,Konto osobiste,
196,09-05-2018,1,,4.5,,Jedzenie,,Konto osobiste,
197,10-05-2018,1,,11.4,,Gry,Rozrywka,Konto osobiste,
198,10-05-2018,1,,20.0,,Autobus,Samoch�d,Konto osobiste,
199,10-05-2018,1,,4.6,,Jedzenie,,Konto osobiste,
200,12-05-2018,1,,7.0,,Jedzenie,,Konto osobiste,
201,14-05-2018,1,,30.0,,Telefon,Dom,Konto osobiste,
202,14-05-2018,1,,10.0,,Jedzenie,,Konto osobiste,
203,15-05-2018,1,,12.55,,Jedzenie,,Konto osobiste,
204,15-05-2018,1,,4.5,,Jedzenie,,Konto osobiste,
205,16-05-2018,1,,18.37,,Jedzenie,,Konto osobiste,
206,16-05-2018,1,,2.5,,Jedzenie,,Konto osobiste,
207,16-05-2018,1,,11.04,,Jedzenie,,Konto osobiste,
208,17-05-2018,1,,19.0,,Kino i teatr,Rozrywka,Konto osobiste,
209,17-05-2018,1,,7.5,,Jedzenie,,Konto osobiste,
210,17-05-2018,1,,4.0,,Jedzenie,,Konto osobiste,
211,17-05-2018,1,,4.98,,Jedzenie,,Konto osobiste,
212,18-05-2018,1,,34.3,,Jedzenie,,Konto osobiste,
213,19-05-2018,1,,713.0,,Dom,,Konto osobiste,
214,19-05-2018,0,,1350.0,,Wyp�ata,Praca,Konto osobiste,
215,19-05-2018,1,,38.5,,Jedzenie,,Konto osobiste,
216,21-05-2018,1,,13.5,,Jedzenie,,Konto osobiste,
217,21-05-2018,1,,2.5,,Jedzenie,,Konto osobiste,
218,21-05-2018,1,,12.5,,Restauracja,Jedzenie,Konto osobiste,
219,22-05-2018,1,,26.51,,Jedzenie,,Konto osobiste,
220,22-05-2018,1,,17.11,,Jedzenie,,Konto osobiste,
221,23-05-2018,1,,3.88,,Jedzenie,,Konto osobiste,
222,23-05-2018,1,,10.65,,Jedzenie,,Konto osobiste,
223,24-05-2018,1,,10.7,,Jedzenie,,Konto osobiste,
224,24-05-2018,1,,22.61,,Jedzenie,,Konto osobiste,
225,25-05-2018,1,,5.96,,Jedzenie,,Konto osobiste,
226,25-05-2018,1,,2.5,,Jedzenie,,Konto osobiste,
227,25-05-2018,1,,25.09,,Jedzenie,,Konto osobiste,
228,26-05-2018,1,,26.64,,Jedzenie,,Konto osobiste,
229,28-05-2018,1,,2.5,,Jedzenie,,Konto osobiste,
230,28-05-2018,1,,14.64,,Jedzenie,,Konto osobiste,
231,28-05-2018,1,,40.0,,Jedzenie,,Konto osobiste,
232,28-05-2018,1,,3.4,,Jedzenie,,Konto osobiste,
233,29-05-2018,1,,2.5,,Jedzenie,,Konto osobiste,
234,29-05-2018,1,,3.5,,Jedzenie,,Konto osobiste,
235,29-05-2018,1,,5.37,,Jedzenie,,Konto osobiste,
236,30-05-2018,1,,5.0,,Jedzenie,,Konto osobiste,
237,30-05-2018,1,,5.39,,Jedzenie,,Konto osobiste,
238,30-05-2018,1,,5.37,,Jedzenie,,Konto osobiste,
239,30-05-2018,1,,15.74,,Jedzenie,,Konto osobiste,
240,30-05-2018,1,,2.0,,Jedzenie,,Konto osobiste,
241,31-05-2018,1,,120.0,,Telefon,Dom,Konto osobiste,
242,31-05-2018,1,,36.0,,Telefon,Dom,Konto osobiste,
243,01-06-2018,0,,200.0,,Premia,Praca,Konto osobiste,
244,04-06-2018,1,,33.82,,Jedzenie,,Konto osobiste,
245,04-06-2018,1,,3.0,,Jedzenie,,Konto osobiste,
246,04-06-2018,1,,2.5,,Jedzenie,,Konto osobiste,
247,05-06-2018,1,,10.0,,Jedzenie,,Konto osobiste,
248,05-06-2018,1,,11.27,,Jedzenie,,Konto osobiste,
249,06-06-2018,1,,37.48,,Jedzenie,,Konto osobiste,
250,06-06-2018,1,,3.2,,Jedzenie,,Konto osobiste,
251,07-06-2018,1,,3.5,,Restauracja,Jedzenie,Konto osobiste,
252,07-06-2018,1,,7.5,,Restauracja,Jedzenie,Konto osobiste,
253,08-06-2018,1,,15.0,,Fryzjer,Zdrowie i uroda,Konto osobiste,
254,08-06-2018,1,,5.18,,Jedzenie,,Konto osobiste,
255,10-06-2018,1,,30.0,,Restauracja,Jedzenie,Konto osobiste,
256,10-06-2018,0,,1350.0,,Wyp�ata,Praca,Konto osobiste,
257,11-06-2018,1,,17.03,,Jedzenie,,Konto osobiste,
258,11-06-2018,1,,14.25,,Supermarket,Jedzenie,Konto osobiste,
259,11-06-2018,1,,5.49,,Jedzenie,,Konto osobiste,
260,12-06-2018,1,,4.5,,Jedzenie,,Konto osobiste,
261,13-06-2018,1,,5.0,,Jedzenie,,Konto osobiste,
262,14-06-2018,1,,32.0,,Gry,Rozrywka,Konto osobiste,
263,14-06-2018,1,,4.5,,Jedzenie,,Konto osobiste,
264,14-06-2018,1,,17.27,,Supermarket,Jedzenie,Konto osobiste,
265,14-06-2018,1,,3.4,,Jedzenie,,Konto osobiste,
266,15-06-2018,1,,16.0,,Autobus,Samoch�d,Konto osobiste,
267,18-06-2018,1,,20.0,,Supermarket,Jedzenie,Konto osobiste,
268,18-06-2018,1,,4.5,,Jedzenie,,Konto osobiste,
269,18-06-2018,1,,3.0,,Jedzenie,,Konto osobiste,
270,19-06-2018,1,,4.5,,Jedzenie,,Konto osobiste,
271,19-06-2018,1,,473.0,,Czynsz,Dom,Konto osobiste,
272,20-06-2018,1,,1.8,,Jedzenie,,Konto osobiste,
273,20-06-2018,1,,4.5,,Jedzenie,,Konto osobiste,
274,20-06-2018,1,,44.66,,Jedzenie,,Konto osobiste,
275,21-06-2018,1,,8.48,,Jedzenie,,Konto osobiste,
276,21-06-2018,1,,38.8,,Odzie�,,Konto osobiste,
277,21-06-2018,1,,30.22,,Jedzenie,,Konto osobiste,
278,22-06-2018,1,,55.9,,Gry,Rozrywka,Konto osobiste,
279,22-06-2018,1,,16.94,,Supermarket,Jedzenie,Konto osobiste,
280,23-06-2018,1,,17.61,,Jedzenie,,Konto osobiste,
281,23-06-2018,1,,52.58,,Zdrowie i uroda,,Konto osobiste,
282,26-06-2018,1,,21.0,,Jedzenie,,Konto osobiste,
283,26-06-2018,1,,17.54,,Jedzenie,,Konto osobiste,
284,28-06-2018,1,,10.44,,Jedzenie,,Konto osobiste,
285,29-06-2018,1,,16.0,,Autobus,Samoch�d,Konto osobiste,
286,29-06-2018,1,,30.0,,Telefon,Dom,Konto osobiste,
287,03-07-2018,1,,20.21,,Jedzenie,,Konto osobiste,
288,04-07-2018,1,,15.0,,Fryzjer,Zdrowie i uroda,Konto osobiste,
289,04-07-2018,1,,4.5,,Jedzenie,,Konto osobiste,
290,04-07-2018,1,,8.17,,Jedzenie,,Konto osobiste,
291,04-07-2018,1,,6.4,,Autobus,Samoch�d,Konto osobiste,
292,05-07-2018,1,,16.0,,Autobus,Samoch�d,Konto osobiste,
293,06-07-2018,1,,8.58,,Jedzenie,,Konto osobiste,
294,08-07-2018,1,,2.8,,Jedzenie,,Konto osobiste,
295,10-07-2018,1,,4.5,,Restauracja,Jedzenie,Konto osobiste,
296,10-07-2018,1,,23.0,,Autobus,Samoch�d,Konto osobiste,
297,10-07-2018,1,,25.9,,Jedzenie,,Konto osobiste,
298,10-07-2018,1,,2.56,,Jedzenie,,Konto osobiste,
299,11-07-2018,1,,7.83,,Jedzenie,,Konto osobiste,
300,21-07-2018,0,,435.0,,Wyp�ata,Praca,Konto osobiste,
301,22-07-2018,1,,457.0,,Czynsz,Dom,Konto osobiste,
302,04-08-2018,0,,30.0,,,,Konto osobiste,
303,04-08-2018,0,,100.0,,,,Konto osobiste,
304,04-08-2018,0,,602.0,,Wyp�ata,Praca,Konto osobiste,
305,04-08-2018,1,,101.58,,Jedzenie,,Konto osobiste,
306,14-08-2018,1,,8.57,,Jedzenie,,Konto osobiste,
307,15-08-2018,1,,6.5,,Jedzenie,,Konto osobiste,
308,16-08-2018,1,,20.0,,Gry,Rozrywka,Konto osobiste,
309,19-08-2018,1,,450.0,,Czynsz,Dom,Konto osobiste,
310,19-08-2018,1,,7.0,,Restauracja,Jedzenie,Konto osobiste,
311,19-08-2018,1,,4.8,,Autobus,Samoch�d,Konto osobiste,
312,20-08-2018,1,,2.7,,Jedzenie,,Konto osobiste,
313,20-08-2018,1,,120.0,,Autobus,Samoch�d,Konto osobiste,
314,20-08-2018,1,,2.6,,Jedzenie,,Konto osobiste,
315,20-08-2018,1,,8.19,,Kosmetyki,Zdrowie i uroda,Konto osobiste,
316,20-08-2018,1,,14.55,,Jedzenie,,Konto osobiste,
317,21-08-2018,1,,9.67,,Jedzenie,,Konto osobiste,
318,22-08-2018,1,,13.34,,Jedzenie,,Konto osobiste,
319,22-08-2018,1,,3.0,,Jedzenie,,Konto osobiste,
320,23-08-2018,1,,10.01,,Jedzenie,,Konto osobiste,
321,24-08-2018,1,,5.0,,Restauracja,Jedzenie,Konto osobiste,
322,24-08-2018,1,,10.0,,Kosmetyki,Zdrowie i uroda,Konto osobiste,
323,24-08-2018,1,,5.48,,Jedzenie,,Konto osobiste,
324,25-08-2018,1,,29.5,,Odzie�,,Konto osobiste,
325,27-08-2018,1,,4.5,,Jedzenie,,Konto osobiste,
326,27-08-2018,1,,13.35,,Jedzenie,,Konto osobiste,
327,28-08-2018,1,,5.97,,Jedzenie,,Konto osobiste,
328,29-08-2018,1,,15.18,,Jedzenie,,Konto osobiste,
329,30-08-2018,1,,20.15,,Jedzenie,,Konto osobiste,
330,01-09-2018,1,,36.8,,Jedzenie,,Konto osobiste,
331,02-09-2018,1,,28.0,,Restauracja,Jedzenie,Konto osobiste,
332,02-09-2018,1,,19.85,,Jedzenie,,Konto osobiste,
333,03-09-2018,1,,2.8,,Jedzenie,,Konto osobiste,
334,03-09-2018,1,,18.03,,Jedzenie,,Konto osobiste,
335,04-09-2018,1,,16.51,,Jedzenie,,Konto osobiste,
336,05-09-2018,1,,13.49,,Jedzenie,,Konto osobiste,
337,06-09-2018,1,,22.63,,Supermarket,Jedzenie,Konto osobiste,
338,06-09-2018,1,,15.0,,Fryzjer,Zdrowie i uroda,Konto osobiste,
339,06-09-2018,1,,4.97,,Jedzenie,,Konto osobiste,
340,12-09-2018,1,,16.0,,Autobus,Samoch�d,Konto osobiste,
341,12-09-2018,1,,14.55,,Jedzenie,,Konto osobiste,
342,13-09-2018,1,,59.0,,Kosmetyki,Zdrowie i uroda,Konto osobiste,
343,13-09-2018,1,,8.7,,Jedzenie,,Konto osobiste,
344,14-09-2018,1,,20.0,,Restauracja,Jedzenie,Konto osobiste,
345,14-09-2018,1,,10.11,,Jedzenie,,Konto osobiste,
346,14-09-2018,1,,15.0,,Jedzenie,,Konto osobiste,
347,15-09-2018,1,,21.46,,Jedzenie,,Konto osobiste,
348,15-09-2018,1,,7.6,,Jedzenie,,Konto osobiste,
349,15-09-2018,1,,4.28,,Supermarket,Jedzenie,Konto osobiste,
350,16-09-2018,1,,3.48,,Jedzenie,,Konto osobiste,
351,17-09-2018,1,,28.03,,Jedzenie,,Konto osobiste,
352,17-09-2018,1,,5.58,,Jedzenie,,Konto osobiste,
353,18-09-2018,1,,27.0,,Kosmetyki,Zdrowie i uroda,Konto osobiste,
354,18-09-2018,1,,16.25,,Jedzenie,,Konto osobiste,
355,19-09-2018,1,,14.66,,Supermarket,Jedzenie,Konto osobiste,
356,20-09-2018,1,,13.25,,Jedzenie,,Konto osobiste,
357,21-09-2018,1,,20.0,,Autobus,Samoch�d,Konto osobiste,
358,27-09-2018,0,,300.0,,,,Konto osobiste,
359,29-09-2018,1,,36.0,,Telefon,Dom,Konto osobiste,
360,30-09-2018,1,,18.48,,Jedzenie,,Konto osobiste,
361,01-10-2018,1,,12.22,,Jedzenie,,Konto osobiste,
362,02-10-2018,1,,13.05,,Restauracja,Jedzenie,Konto osobiste,
363,03-10-2018,1,,2.28,,Jedzenie,,Konto osobiste,
364,03-10-2018,1,,5.42,,Leki,Zdrowie i uroda,Konto osobiste,
365,03-10-2018,1,,7.57,,Jedzenie,,Konto osobiste,
366,04-10-2018,1,,3.78,,Jedzenie,,Konto osobiste,
367,05-10-2018,1,,1.0,,Jedzenie,,Konto osobiste,
368,06-10-2018,1,,19.45,,Jedzenie,,Konto osobiste,
369,07-10-2018,1,,9.76,,Jedzenie,,Konto osobiste,
370,08-10-2018,1,,9.67,,Jedzenie,,Konto osobiste,
371,08-10-2018,1,,15.0,,Fryzjer,Zdrowie i uroda,Konto osobiste,
372,09-10-2018,1,,11.25,,Restauracja,Jedzenie,Konto osobiste,
373,11-10-2018,1,,10.98,,Jedzenie,,Konto osobiste,
374,11-10-2018,1,,35.98,,Zdrowie i uroda,,Konto osobiste,
375,12-10-2018,1,,8.98,,Jedzenie,,Konto osobiste,
376,12-10-2018,1,,3.5,,Jedzenie,,Konto osobiste,
377,12-10-2018,1,,11.2,,Kino i teatr,Rozrywka,Konto osobiste,
378,15-10-2018,1,,26.1,,Jedzenie,,Konto osobiste,
379,16-10-2018,1,,4.38,,Jedzenie,,Konto osobiste,
380,16-10-2018,1,,10.24,,Jedzenie,,Konto osobiste,
381,17-10-2018,1,,23.84,,Jedzenie,,Konto osobiste,
382,18-10-2018,1,,33.8,,Leki,Zdrowie i uroda,Konto osobiste,
383,18-10-2018,1,,2.09,,Jedzenie,,Konto osobiste,
384,19-10-2018,1,,5.5,,Jedzenie,,Konto osobiste,
385,21-10-2018,0,,100.0,,Rodzice,,Konto osobiste,
386,22-10-2018,1,,5.54,,Jedzenie,,Konto osobiste,
387,24-10-2018,1,,15.0,,Jedzenie,,Konto osobiste,
388,25-10-2018,1,,22.08,,Jedzenie,,Konto osobiste,
389,26-10-2018,1,,12.37,,Jedzenie,,Konto osobiste,
390,26-10-2018,1,,4.48,,Jedzenie,,Konto osobiste,
391,27-10-2018,1,,32.0,,Restauracja,Jedzenie,Konto osobiste,
392,27-10-2018,0,,500.0,,Rodzice,,Konto osobiste,
393,27-10-2018,1,,11.24,,Jedzenie,,Konto osobiste,
394,27-10-2018,1,,30.0,,Odzie�,,Konto osobiste,
395,28-10-2018,1,,143.0,,Telefon,Dom,Konto osobiste,
396,05-11-2018,1,,8.06,,Jedzenie,,Konto osobiste,
397,05-11-2018,1,,9.0,,Restauracja,Jedzenie,Konto osobiste,
398,06-11-2018,1,,7.67,,Jedzenie,,Konto osobiste,
399,07-11-2018,1,,15.87,,Jedzenie,,Konto osobiste,
400,08-11-2018,1,,17.0,,Zabawki,Dzieci,Konto osobiste,
401,08-11-2018,1,,13.95,,Jedzenie,,Konto osobiste,
402,08-11-2018,1,,12.71,,Jedzenie,,Konto osobiste,
403,09-11-2018,1,,9.0,,Restauracja,Jedzenie,Konto osobiste,
404,09-11-2018,1,,20.26,,Jedzenie,,Konto osobiste,
405,13-11-2018,1,,9.47,,Jedzenie,,Konto osobiste,
406,15-11-2018,1,,14.65,,Jedzenie,,Konto osobiste,
407,15-11-2018,1,,30.0,,Telefon,Elektronika,Konto osobiste,
408,15-11-2018,1,,14.12,,Restauracja,Jedzenie,Konto osobiste,
409,16-11-2018,1,,32.0,,Restauracja,Jedzenie,Konto osobiste,
410,17-11-2018,1,,39.55,,Jedzenie,,Konto osobiste,
411,19-11-2018,1,,27.66,,Jedzenie,,Konto osobiste,
412,20-11-2018,0,,1500.0,,Wyp�ata,Praca,Konto osobiste,
413,20-11-2018,1,,22.06,,Jedzenie,,Konto osobiste,
414,21-11-2018,1,,120.0,,Autobus,Samoch�d,Konto osobiste,
415,22-11-2018,1,,22.68,,Jedzenie,,Konto osobiste,
416,23-11-2018,1,,17.73,,Jedzenie,,Konto osobiste,
417,24-11-2018,1,,10.0,,Bar,Rozrywka,Konto osobiste,
418,24-11-2018,1,,68.0,,Bar,Rozrywka,Konto osobiste,
419,27-11-2018,1,,27.7,,Jedzenie,,Konto osobiste,
420,28-11-2018,1,,145.0,,Telefon,Dom,Konto osobiste,
421,28-11-2018,0,,1400.0,,Rodzice,,Konto osobiste,
422,28-11-2018,1,,11.6,,Restauracja,Jedzenie,Konto osobiste,
423,28-11-2018,1,,13.66,,Jedzenie,,Konto osobiste,
424,29-11-2018,1,,15.15,,Jedzenie,,Konto osobiste,
425,29-11-2018,1,,1600.0,,Czynsz,Dom,Konto osobiste,
426,29-11-2018,0,,16.0,Zwrot od filipa,Restauracja,Jedzenie,Konto osobiste,
427,29-11-2018,1,,16.58,,Restauracja,Jedzenie,Konto osobiste,
428,30-11-2018,1,,23.25,,Supermarket,Jedzenie,Konto osobiste,
429,01-12-2018,1,,26.35,,Jedzenie,,Konto osobiste,
430,02-12-2018,1,,8.53,,Jedzenie,,Konto osobiste,
431,03-12-2018,1,,11.83,,Jedzenie,,Konto osobiste,
432,04-12-2018,1,,16.99,,Kosmetyki,Zdrowie i uroda,Konto osobiste,
433,04-12-2018,1,,18.46,,Jedzenie,,Konto osobiste,
434,04-12-2018,1,,172.0,,Komputer,Elektronika,Konto osobiste,
435,05-12-2018,1,,28.1,,Jedzenie,,Konto osobiste,
436,06-12-2018,1,,6.47,,Jedzenie,,Konto osobiste,
437,07-12-2018,1,,9.85,,Jedzenie,,Konto osobiste,
438,11-12-2018,1,,19.62,,Jedzenie,,Konto osobiste,
439,11-12-2018,1,,15.0,,Fryzjer,Zdrowie i uroda,Konto osobiste,
440,12-12-2018,1,,14.85,,Jedzenie,,Konto osobiste,
441,12-12-2018,0,,2850.0,,Wyp�ata,Praca,Konto osobiste,
442,13-12-2018,1,,14.0,,Restauracja,Jedzenie,Konto osobiste,
443,13-12-2018,1,,15.65,,Jedzenie,,Konto osobiste,
444,13-12-2018,1,,180.0,,Odzie�,,Konto osobiste,
445,14-12-2018,1,,17.05,,Jedzenie,,Konto osobiste,
446,14-12-2018,1,,45.47,,Jedzenie,,Konto osobiste,
447,15-12-2018,1,,15.22,,Jedzenie,,Konto osobiste,
448,15-12-2018,1,,8.19,,Kosmetyki,Zdrowie i uroda,Konto osobiste,
449,18-12-2018,1,,22.75,,Jedzenie,,Konto osobiste,
450,19-12-2018,1,,15.55,,Jedzenie,,Konto osobiste,
451,20-12-2018,1,,5.38,,Jedzenie,,Konto osobiste,
452,20-12-2018,1,,1.99,,Jedzenie,,Konto osobiste,
453,20-12-2018,1,,4.5,,Jedzenie,,Konto osobiste,
454,21-12-2018,1,,282.0,,Prezenty,Dom,Konto osobiste,
455,21-12-2018,1,,35.0,,Jedzenie,,Konto osobiste,
456,21-12-2018,1,,25.0,,Odzie�,,Konto osobiste,
457,21-12-2018,1,,9.07,,Jedzenie,,Konto osobiste,
458,22-12-2018,1,,15.0,,Prezenty,Dom,Konto osobiste,
459,22-12-2018,1,,19.39,,Prezenty,Dom,Konto osobiste,
460,26-12-2018,1,,500.0,,Czynsz,Dom,Konto osobiste,
461,27-12-2018,1,,105.0,,Telefon,Dom,Konto osobiste,
462,05-01-2019,1,,30.0,,Telefon,Dom,Konto osobiste,
463,07-01-2019,1,,25.37,,Jedzenie,,Konto osobiste,
464,09-01-2019,1,,18.3,,Jedzenie,,Konto osobiste,
465,09-01-2019,1,,27.24,,Jedzenie,,Konto osobiste,
466,09-01-2019,1,,66.0,,Kosmetyki,Zdrowie i uroda,Konto osobiste,
467,10-01-2019,1,,10.46,,Jedzenie,,Konto osobiste,
468,11-01-2019,1,,20.54,,Jedzenie,,Konto osobiste,
469,11-01-2019,1,,67.5,,Gry,Rozrywka,Konto osobiste,
470,11-01-2019,1,,8.23,,Jedzenie,,Konto osobiste,
471,14-01-2019,1,,14.36,,Jedzenie,,Konto osobiste,
472,14-01-2019,1,,31.9,,Restauracja,Jedzenie,Konto osobiste,
473,15-01-2019,1,,30.0,,Fotograf,,Konto osobiste,
474,15-01-2019,1,,5.58,,Jedzenie,,Konto osobiste,
475,15-01-2019,1,,13.76,,Jedzenie,,Konto osobiste,
476,15-01-2019,1,,17.39,,Jedzenie,,Konto osobiste,
477,16-01-2019,1,,9.97,,Jedzenie,,Konto osobiste,
478,16-01-2019,1,,80.0,,Uczelnia,,Konto osobiste,
479,16-01-2019,1,,14.14,,Restauracja,Jedzenie,Konto osobiste,
480,16-01-2019,1,,6.5,,Uczelnia,,Konto osobiste,
481,17-01-2019,1,,60.0,,Uczelnia,,Konto osobiste,
482,17-01-2019,1,,23.82,,Jedzenie,,Konto osobiste,
483,17-01-2019,0,,1450.0,,Stypendium,Uczelnia,Konto osobiste,
484,17-01-2019,1,,16.0,,Uczelnia,,Konto osobiste,
485,17-01-2019,1,,508.0,,Czynsz,Dom,Konto osobiste,
486,18-01-2019,1,,14.98,,Jedzenie,,Konto osobiste,
487,19-01-2019,1,,29.74,,Jedzenie,,Konto osobiste,
488,21-01-2019,1,,23.98,,Kosmetyki,Zdrowie i uroda,Konto osobiste,
489,21-01-2019,1,,31.12,,Jedzenie,,Konto osobiste,
490,22-01-2019,1,,6.48,,Jedzenie,,Konto osobiste,
491,23-01-2019,1,,17.0,,Jedzenie,,Konto osobiste,
492,23-01-2019,1,,20.0,,Fryzjer,Zdrowie i uroda,Konto osobiste,
493,24-01-2019,1,,8.0,,Leki,Zdrowie i uroda,Konto osobiste,
494,24-01-2019,1,,45.0,,Restauracja,Jedzenie,Konto osobiste,
495,24-01-2019,1,,16.83,,Jedzenie,,Konto osobiste,
496,28-01-2019,1,,85.0,,Uczelnia,,Konto osobiste,
497,29-01-2019,1,,17.0,,Jedzenie,,Konto osobiste,
498,30-01-2019,1,,20.5,,Koszulki,Odzie�,Konto osobiste,
499,30-01-2019,1,,13.5,,Restauracja,Jedzenie,Konto osobiste,
500,30-01-2019,1,,17.9,,Kino i teatr,Rozrywka,Konto osobiste,
501,30-01-2019,1,,16.0,,Jedzenie,,Konto osobiste,
502,30-01-2019,1,,105.49,,Rodzice,,Konto osobiste,
503,31-01-2019,1,,34.72,,Jedzenie,,Konto osobiste,
504,01-02-2019,1,,17.04,,Jedzenie,,Konto osobiste,
505,02-02-2019,1,,71.47,,Jedzenie,,Konto osobiste,
506,03-02-2019,0,,150.0,,Rodzice,,Konto osobiste,
507,04-02-2019,1,,12.94,,Jedzenie,,Konto osobiste,
508,04-02-2019,1,,48.09,,Jedzenie,,Konto osobiste,
509,07-02-2019,1,,39.37,,Rodzice,,Konto osobiste,
510,07-02-2019,1,,12.35,,Jedzenie,,Konto osobiste,
511,09-02-2019,1,,20.0,,STS,Hazard,Konto osobiste,
512,16-02-2019,1,,41.8,,Jedzenie,,Konto osobiste,
513,18-02-2019,1,,35.0,,Kosmetyki,Zdrowie i uroda,Konto osobiste,
514,18-02-2019,1,,470.0,,Czynsz,Dom,Konto osobiste,
515,18-02-2019,1,,20.05,,Jedzenie,,Konto osobiste,
516,19-02-2019,1,,23.5,,Restauracja,Jedzenie,Konto osobiste,
517,19-02-2019,1,,120.0,,Autobus,Samoch�d,Konto osobiste,
518,20-02-2019,1,,42.0,,Kursy,Praca,Konto osobiste,
519,20-02-2019,1,,28.15,,Jedzenie,,Konto osobiste,
520,20-02-2019,1,,1.65,,Jedzenie,,Konto osobiste,
521,21-02-2019,1,,5.38,,Jedzenie,,Konto osobiste,
522,21-02-2019,1,,3.65,,Jedzenie,,Konto osobiste,
523,21-02-2019,1,,12.36,,Jedzenie,,Konto osobiste,
524,24-02-2019,1,,16.31,,Jedzenie,,Konto osobiste,
525,25-02-2019,1,,17.32,,Restauracja,Jedzenie,Konto osobiste,
526,26-02-2019,1,,4.49,,Jedzenie,,Konto osobiste,
527,26-02-2019,1,,4.8,,Jedzenie,,Konto osobiste,
528,27-02-2019,1,,14.69,,Jedzenie,,Konto osobiste,
529,27-02-2019,1,,13.52,,Jedzenie,,Konto osobiste,
530,28-02-2019,1,,27.0,,Jedzenie,,Konto osobiste,
531,28-02-2019,1,,5.64,,Jedzenie,,Konto osobiste,
532,28-02-2019,1,,2.94,,Jedzenie,,Konto osobiste,
533,01-03-2019,1,,27.5,,Jedzenie,,Konto osobiste,
534,01-03-2019,1,,12.0,,Leki,Zdrowie i uroda,Konto osobiste,
