,Date,Type,Title,Amount,Note,Category,Subcategory,Account,Tags
535,02-03-2019,1,,145.0,,Telefon,Elektronika,Konto osobiste,
536,02-03-2019,0,,200.0,,Rodzice,,Konto osobiste,
537,02-03-2019,1,,8.19,,Kosmetyki,Zdrowie i uroda,Konto osobiste,
538,04-03-2019,1,,2.0,,Jedzenie,,Konto osobiste,
539,04-03-2019,1,,8.5,,Restauracja,Jedzenie,Konto osobiste,
540,04-03-2019,1,,24.69,,Jedzenie,,Konto osobiste,
541,05-03-2019,1,,10.49,,Jedzenie,,Konto osobiste,
542,06-03-2019,1,,20.0,,Pr�d,Dom,Konto osobiste,
543,06-03-2019,1,,14.44,,Jedzenie,,Konto osobiste,
544,06-03-2019,1,,6.5,,Jedzenie,,Konto osobiste,
545,07-03-2019,1,,2.8,,Jedzenie,,Konto osobiste,
546,07-03-2019,1,,16.05,,Jedzenie,,Konto osobiste,
547,08-03-2019,1,,9.53,,Jedzenie,,Konto osobiste,
548,08-03-2019,1,,3.95,,Jedzenie,,Konto osobiste,
549,11-03-2019,1,,23.15,,Jedzenie,,Konto osobiste,
550,11-03-2019,1,,15.24,,Jedzenie,,Konto osobiste,
551,12-03-2019,1,,20.0,,Fryzjer,Zdrowie i uroda,Konto osobiste,
552,12-03-2019,1,,9.38,,Jedzenie,,Konto osobiste,
553,13-03-2019,1,,11.07,,Jedzenie,,Konto osobiste,
554,14-03-2019,1,,18.45,,Jedzenie,,Konto osobiste,
555,14-03-2019,1,,2.0,,Jedzenie,,Konto osobiste,
556,15-03-2019,1,,25.95,,Jedzenie,,Konto osobiste,
557,15-03-2019,1,,54.98,,Odzie�,,Konto osobiste,
558,15-03-2019,1,,130.0,,Spodnie,Odzie�,Konto osobiste,
559,15-03-2019,0,,750.0,,Stypendium,Uczelnia,Konto osobiste,
560,15-03-2019,1,,12.56,,Jedzenie,,Konto osobiste,
561,16-03-2019,1,,19.59,,Jedzenie,,Konto osobiste,
562,17-03-2019,1,,440.0,,Czynsz,Dom,Konto osobiste,
563,18-03-2019,1,,15.36,,Jedzenie,,Konto osobiste,
564,18-03-2019,1,,19.7,,Jedzenie,,Konto osobiste,
565,19-03-2019,1,,10.47,,Jedzenie,,Konto osobiste,
566,19-03-2019,1,,7.18,,Jedzenie,,Konto osobiste,
567,20-03-2019,1,,6.0,,Elektronika,,Konto osobiste,
568,20-03-2019,1,,4.5,,Jedzenie,,Konto osobiste,
569,20-03-2019,1,,4.0,,Leki,Zdrowie i uroda,Konto osobiste,
570,20-03-2019,1,,9.0,,Kosmetyki,Zdrowie i uroda,Konto osobiste,
571,20-03-2019,1,,6.77,,Jedzenie,,Konto osobiste,
572,20-03-2019,1,,11.0,,Jedzenie,,Konto osobiste,
573,21-03-2019,1,,19.83,,Restauracja,Jedzenie,Konto osobiste,
574,22-03-2019,1,,13.56,,Gry,Rozrywka,Konto osobiste,
575,23-03-2019,1,,49.49,,Jedzenie,,Konto osobiste,
576,25-03-2019,1,,1.59,,Jedzenie,,Konto osobiste,
577,25-03-2019,1,,8.5,,Restauracja,Jedzenie,Konto osobiste,
578,25-03-2019,1,,26.09,,Jedzenie,,Konto osobiste,
579,26-03-2019,1,,13.47,,Jedzenie,,Konto osobiste,
580,27-03-2019,1,,11.53,,Jedzenie,,Konto osobiste,
581,28-03-2019,1,,21.32,,Restauracja,Jedzenie,Konto osobiste,
582,28-03-2019,1,,9.67,,Jedzenie,,Konto osobiste,
583,29-03-2019,1,,20.0,,Autobus,Samoch�d,Konto osobiste,
584,31-03-2019,1,,15.8,,Jedzenie,,Konto osobiste,
585,31-03-2019,1,,16.0,,Autobus,Samoch�d,Konto osobiste,
586,31-03-2019,0,,220.0,,Rodzice,,Konto osobiste,
587,01-04-2019,1,,11.0,,Restauracja,Jedzenie,Konto osobiste,
588,01-04-2019,1,,9.81,,Jedzenie,,Konto osobiste,
589,01-04-2019,1,,2.19,,Jedzenie,,Konto osobiste,
590,02-04-2019,1,,36.34,,Telefon,Elektronika,Konto osobiste,
591,02-04-2019,1,,12.16,,Jedzenie,,Konto osobiste,
592,02-04-2019,1,,105.39,,Telefon,Elektronika,Konto osobiste,
593,02-04-2019,1,,3.0,,Jedzenie,,Konto osobiste,
594,03-04-2019,1,,8.0,,Jedzenie,,Konto osobiste,
595,04-04-2019,1,,20.0,,Bar,Rozrywka,Konto osobiste,
596,04-04-2019,1,,5.0,,Rozrywka,,Konto osobiste,
597,04-04-2019,1,,12.0,,Restauracja,Jedzenie,Konto osobiste,
598,04-04-2019,1,,2.0,,Jedzenie,,Konto osobiste,
599,04-04-2019,1,,21.0,,Jedzenie,,Konto osobiste,
600,04-04-2019,1,,21.0,,Bar,Rozrywka,Konto osobiste,
601,04-04-2019,1,,11.0,,Jedzenie,,Konto osobiste,
602,04-04-2019,1,,2.3,,Jedzenie,,Konto osobiste,
603,05-04-2019,1,,18.5,,Jedzenie,,Konto osobiste,
604,05-04-2019,1,,11.86,,Jedzenie,,Konto osobiste,
605,06-04-2019,1,,25.71,,Jedzenie,,Konto osobiste,
606,07-04-2019,1,,8.5,,Jedzenie,,Konto osobiste,
607,08-04-2019,1,,16.5,,Rozrywka,,Konto osobiste,
608,08-04-2019,1,,3.0,,Jedzenie,,Konto osobiste,
609,08-04-2019,1,,8.5,,Restauracja,Jedzenie,Konto osobiste,
610,08-04-2019,1,,15.22,,Jedzenie,,Konto osobiste,
611,09-04-2019,1,,12.0,,Jedzenie,,Konto osobiste,
612,09-04-2019,1,,9.59,,Jedzenie,,Konto osobiste,
613,09-04-2019,1,,8.48,,Jedzenie,,Konto osobiste,
614,10-04-2019,1,,14.03,,Jedzenie,,Konto osobiste,
615,10-04-2019,1,,2.0,,Jedzenie,,Konto osobiste,
616,11-04-2019,1,,11.0,,Jedzenie,,Konto osobiste,
617,11-04-2019,1,,8.06,,Jedzenie,,Konto osobiste,
618,11-04-2019,1,,1.8,,Jedzenie,,Konto osobiste,
619,11-04-2019,1,,14.63,,Jedzenie,,Konto osobiste,
620,12-04-2019,1,,6.45,,Jedzenie,,Konto osobiste,
621,12-04-2019,1,,23.0,,Kino i teatr,Rozrywka,Konto osobiste,
622,12-04-2019,1,,7.96,,Jedzenie,,Konto osobiste,
623,13-04-2019,0,,50.0,,,,Konto osobiste,
624,13-04-2019,1,,13.71,,Jedzenie,,Konto osobiste,
625,13-04-2019,1,,24.0,,Leki,Zdrowie i uroda,Konto osobiste,
626,15-04-2019,0,,2150.0,,Stypendium,Uczelnia,Konto osobiste,
627,15-04-2019,1,,240.0,,Dom,,Konto osobiste,
628,15-04-2019,1,,14.85,,Jedzenie,,Konto osobiste,
629,15-04-2019,1,,440.0,,Czynsz,Dom,Konto osobiste,
630,15-04-2019,1,,11.0,,Jedzenie,,Konto osobiste,
631,16-04-2019,1,,8.59,,Jedzenie,,Konto osobiste,
632,16-04-2019,1,,12.5,,�rodki czysto�ci,Dom,Konto osobiste,
633,16-04-2019,1,,21.5,,Jedzenie,,Konto osobiste,
634,16-04-2019,1,,20.0,,Fryzjer,Zdrowie i uroda,Konto osobiste,
635,17-04-2019,1,,30.0,,Telefon,Elektronika,Konto osobiste,
636,17-04-2019,1,,5.48,,Jedzenie,,Konto osobiste,
637,17-04-2019,1,,7.19,,Kosmetyki,Zdrowie i uroda,Konto osobiste,
638,17-04-2019,1,,12.0,,Jedzenie,,Konto osobiste,
639,18-04-2019,1,,6.47,,Jedzenie,,Konto osobiste,
640,18-04-2019,1,,18.0,,Jedzenie,,Konto osobiste,
641,18-04-2019,1,,11.66,,Jedzenie,,Konto osobiste,
642,23-04-2019,1,,165.4,,Odzie�,,Konto osobiste,
643,24-04-2019,1,,23.23,,Jedzenie,,Konto osobiste,
644,26-04-2019,0,,50.0,,Rodzice,,Konto osobiste,
645,26-04-2019,1,,59.06,,Jedzenie,,Konto osobiste,
646,27-04-2019,0,,200.0,,Rodzice,,Konto osobiste,
647,30-04-2019,1,,37.0,,Telefon,Elektronika,Konto osobiste,
648,30-04-2019,1,,105.0,,Telefon,Elektronika,Konto osobiste,
649,30-04-2019,1,,41.29,,Jedzenie,,Konto osobiste,
650,02-05-2019,1,,25.0,,Jedzenie,,Konto osobiste,
651,02-05-2019,1,,18.9,,Restauracja,Jedzenie,Konto osobiste,
652,02-05-2019,1,,23.0,,Kino i teatr,Rozrywka,Konto osobiste,
653,02-05-2019,1,,15.0,,�rodki czysto�ci,Dom,Konto osobiste,
654,03-05-2019,1,,17.43,,Prezenty,,Konto osobiste,
655,03-05-2019,1,,50.0,,Prezenty,,Konto osobiste,
656,04-05-2019,1,,8.9,,Kosmetyki,Zdrowie i uroda,Konto osobiste,
657,04-05-2019,1,,4.7,,�rodki czysto�ci,Dom,Konto osobiste,
658,04-05-2019,1,,10.8,,Jedzenie,,Konto osobiste,
659,05-05-2019,1,,4.98,,Alkohol,Jedzenie,Konto osobiste,
660,05-05-2019,1,,32.0,,Restauracja,Jedzenie,Konto osobiste,
661,06-05-2019,1,,11.9,,Restauracja,Jedzenie,Konto osobiste,
662,06-05-2019,1,,11.72,,Jedzenie,,Konto osobiste,
663,06-05-2019,1,,3.0,,Jedzenie,,Konto osobiste,
664,07-05-2019,1,,14.4,,Alkohol,Jedzenie,Konto osobiste,
665,07-05-2019,1,,11.0,,Jedzenie,,Konto osobiste,
666,08-05-2019,1,,15.4,,Jedzenie,,Konto osobiste,
667,08-05-2019,1,,11.0,,Restauracja,Jedzenie,Konto osobiste,
668,08-05-2019,1,,5.6,,Alkohol,Jedzenie,Konto osobiste,
669,09-05-2019,1,,6.0,,Alkohol,Jedzenie,Konto osobiste,
670,09-05-2019,1,,10.0,,Alkohol,Jedzenie,Konto osobiste,
671,09-05-2019,1,,21.0,,Alkohol,Jedzenie,Konto osobiste,
672,09-05-2019,1,,6.0,,Alkohol,Jedzenie,Konto osobiste,
673,09-05-2019,1,,12.0,,Restauracja,Jedzenie,Konto osobiste,
674,09-05-2019,1,,18.44,,Restauracja,Jedzenie,Konto osobiste,
675,10-05-2019,1,,18.3,,Jedzenie,,Konto osobiste,
676,10-05-2019,1,,13.0,,Kosmetyki,Zdrowie i uroda,Konto osobiste,
677,10-05-2019,1,,5.79,,�rodki czysto�ci,Dom,Konto osobiste,
678,10-05-2019,1,,10.47,,Jedzenie,,Konto osobiste,
679,11-05-2019,1,,11.82,,Jedzenie,,Konto osobiste,
680,12-05-2019,1,,7.48,,Jedzenie,,Konto osobiste,
681,13-05-2019,1,,6.67,,Alkohol,Jedzenie,Konto osobiste,
682,13-05-2019,0,,1450.0,,Stypendium,Uczelnia,Konto osobiste,
683,13-05-2019,1,,13.44,,Jedzenie,,Konto osobiste,
684,13-05-2019,1,,20.51,,Restauracja,Jedzenie,Konto osobiste,
685,14-05-2019,1,,43.9,,Restauracja,Jedzenie,Konto osobiste,
686,14-05-2019,1,,5.69,,Jedzenie,,Konto osobiste,
687,15-05-2019,1,,500.0,,Czynsz,Dom,Konto osobiste,
688,15-05-2019,1,,20.0,,Fryzjer,Zdrowie i uroda,Konto osobiste,
689,16-05-2019,1,,20.0,,Kino i teatr,Rozrywka,Konto osobiste,
690,16-05-2019,1,,3.5,,Jedzenie,,Konto osobiste,
691,16-05-2019,1,,15.5,,Jedzenie,,Konto osobiste,
692,18-05-2019,0,,50.0,,Prezenty,,Konto osobiste,
693,20-05-2019,1,,14.93,,Jedzenie,,Konto osobiste,
694,21-05-2019,1,,15.54,,Jedzenie,,Konto osobiste,
695,21-05-2019,1,,120.0,,Autobus,Samoch�d,Konto osobiste,
696,21-05-2019,1,,15.0,,Prezenty,,Konto osobiste,
697,21-05-2019,1,,5.69,,Jedzenie,,Konto osobiste,
698,22-05-2019,1,,13.95,,Restauracja,Jedzenie,Konto osobiste,
699,22-05-2019,1,,2.19,,Alkohol,Jedzenie,Konto osobiste,
700,22-05-2019,1,,13.99,,Odzie�,,Konto osobiste,
701,22-05-2019,1,,5.25,,Jedzenie,,Konto osobiste,
702,23-05-2019,1,,4.6,,Jedzenie,,Konto osobiste,
703,23-05-2019,1,,70.0,,Alkohol,Jedzenie,Konto osobiste,
704,23-05-2019,1,,19.0,,Restauracja,Jedzenie,Konto osobiste,
705,23-05-2019,1,,16.0,,Alkohol,Jedzenie,Konto osobiste,
706,23-05-2019,1,,30.0,,Restauracja,Jedzenie,Konto osobiste,
707,23-05-2019,1,,18.44,,Jedzenie,,Konto osobiste,
708,24-05-2019,1,,7.16,,Alkohol,Jedzenie,Konto osobiste,
709,24-05-2019,1,,13.5,,Jedzenie,,Konto osobiste,
710,26-05-2019,1,,34.78,,Jedzenie,,Konto osobiste,
711,28-05-2019,1,,21.73,,Jedzenie,,Konto osobiste,
712,28-05-2019,1,,138.42,,Rodzice,,Konto osobiste,
713,28-05-2019,1,,4.18,,Alkohol,Jedzenie,Konto osobiste,
714,28-05-2019,1,,48.99,,Kosmetyki,Zdrowie i uroda,Konto osobiste,
715,29-05-2019,1,,3.78,,Jedzenie,,Konto osobiste,
716,29-05-2019,1,,12.04,,Jedzenie,,Konto osobiste,
717,30-05-2019,1,,15.0,,Jedzenie,,Konto osobiste,
718,30-05-2019,1,,20.0,,Alkohol,Jedzenie,Konto osobiste,
719,30-05-2019,1,,8.0,,Gry,Rozrywka,Konto osobiste,
720,31-05-2019,0,,200.0,,Rodzice,,Konto osobiste,
721,31-05-2019,1,,10.78,,�rodki czysto�ci,Dom,Konto osobiste,
722,31-05-2019,1,,17.72,,Jedzenie,,Konto osobiste,
723,01-06-2019,1,,14.88,,Jedzenie,,Konto osobiste,
724,01-06-2019,1,,7.96,,Alkohol,Jedzenie,Konto osobiste,
725,01-06-2019,1,,5.58,,�rodki czysto�ci,Dom,Konto osobiste,
726,01-06-2019,1,,5.5,,Restauracja,Jedzenie,Konto osobiste,
727,01-06-2019,1,,3.49,,Jedzenie,,Konto osobiste,
728,01-06-2019,1,,20.0,,Prezenty,,Konto osobiste,
729,01-06-2019,1,,24.0,,Restauracja,Jedzenie,Konto osobiste,
730,03-06-2019,1,,4.58,,Jedzenie,,Konto osobiste,
731,03-06-2019,1,,18.71,,Jedzenie,,Konto osobiste,
732,04-06-2019,1,,8.14,,Jedzenie,,Konto osobiste,
733,04-06-2019,1,,10.0,,Autobus,Samoch�d,Konto osobiste,
734,05-06-2019,1,,6.79,,Jedzenie,,Konto osobiste,
735,05-06-2019,1,,6.68,,Jedzenie,,Konto osobiste,
736,05-06-2019,1,,4.0,,Jedzenie,,Konto osobiste,
737,05-06-2019,1,,2.39,,Alkohol,Jedzenie,Konto osobiste,
738,06-06-2019,1,,5.2,,Jedzenie,,Konto osobiste,
739,06-06-2019,1,,5.78,,Alkohol,Jedzenie,Konto osobiste,
740,06-06-2019,1,,11.99,,Woda,Dom,Konto osobiste,
741,06-06-2019,1,,19.56,,Restauracja,Jedzenie,Konto osobiste,
742,06-06-2019,1,,22.06,,Jedzenie,,Konto osobiste,
743,08-06-2019,1,,7.68,,Jedzenie,,Konto osobiste,
744,08-06-2019,1,,30.0,,Telefon,Elektronika,Konto osobiste,
745,08-06-2019,1,,29.61,,Jedzenie,,Konto osobiste,
746,09-06-2019,1,,9.98,,Jedzenie,,Konto osobiste,
747,09-06-2019,1,,15.5,,Restauracja,Jedzenie,Konto osobiste,
748,10-06-2019,1,,22.01,,Jedzenie,,Konto osobiste,
749,10-06-2019,1,,5.0,,Jedzenie,,Konto osobiste,
750,11-06-2019,1,,19.55,,Jedzenie,,Konto osobiste,
751,12-06-2019,1,,3.5,,Jedzenie,,Konto osobiste,
752,12-06-2019,1,,6.38,,Alkohol,Jedzenie,Konto osobiste,
753,12-06-2019,1,,6.99,,Kosmetyki,Zdrowie i uroda,Konto osobiste,
754,12-06-2019,1,,10.46,,Jedzenie,,Konto osobiste,
755,12-06-2019,1,,5.69,,�rodki czysto�ci,Dom,Konto osobiste,
756,12-06-2019,1,,13.59,,Jedzenie,,Konto osobiste,
757,12-06-2019,1,,2.5,,Jedzenie,,Konto osobiste,
758,13-06-2019,1,,2.0,,Jedzenie,,Konto osobiste,
759,13-06-2019,1,,11.96,,Alkohol,Jedzenie,Konto osobiste,
760,13-06-2019,1,,2.0,,Jedzenie,,Konto osobiste,
761,13-06-2019,1,,10.0,,Jedzenie,,Konto osobiste,
762,13-06-2019,1,,12.05,,Jedzenie,,Konto osobiste,
763,14-06-2019,1,,12.76,,Alkohol,Jedzenie,Konto osobiste,
764,14-06-2019,1,,26.52,,Jedzenie,,Konto osobiste,
765,14-06-2019,1,,25.0,,Kino i teatr,Rozrywka,Konto osobiste,
766,14-06-2019,1,,17.0,,Restauracja,Jedzenie,Konto osobiste,
767,15-06-2019,1,,83.0,,,,Konto osobiste,
768,15-06-2019,1,,69.99,,Spodnie,Odzie�,Konto osobiste,
769,15-06-2019,1,,91.83,,Dom,,Konto osobiste,
770,15-06-2019,1,,5.99,,Jedzenie,,Konto osobiste,
771,15-06-2019,1,,450.0,,Czynsz,Dom,Konto osobiste,
772,15-06-2019,1,,3.1,,Alkohol,Jedzenie,Konto osobiste,
773,15-06-2019,0,,1450.0,,Stypendium,Uczelnia,Konto osobiste,
774,16-06-2019,1,,8.32,,Alkohol,Jedzenie,Konto osobiste,
775,16-06-2019,1,,5.49,,Jedzenie,,Konto osobiste,
776,17-06-2019,1,,26.58,,Gry,Rozrywka,Konto osobiste,
777,17-06-2019,1,,11.9,,Jedzenie,,Konto osobiste,
778,18-06-2019,1,,5.48,,Alkohol,Jedzenie,Konto osobiste,
779,18-06-2019,1,,8.27,,Jedzenie,,Konto osobiste,
780,18-06-2019,1,,10.0,,Restauracja,Jedzenie,Konto osobiste,
781,19-06-2019,1,,5.1,,Jedzenie,,Konto osobiste,
782,23-06-2019,1,,4.48,,Alkohol,Jedzenie,Konto osobiste,
783,23-06-2019,1,,4.99,,Jedzenie,,Konto osobiste,
784,24-06-2019,1,,23.92,,Jedzenie,,Konto osobiste,
785,24-06-2019,1,,2.89,,Alkohol,Jedzenie,Konto osobiste,
786,24-06-2019,1,,5.99,,�rodki czysto�ci,Dom,Konto osobiste,
787,25-06-2019,1,,6.54,,Jedzenie,,Konto osobiste,
788,25-06-2019,1,,13.74,,Alkohol,Jedzenie,Konto osobiste,
789,25-06-2019,1,,2.29,,Jedzenie,,Konto osobiste,
790,25-06-2019,1,,13.89,,Jedzenie,,Konto osobiste,
791,26-06-2019,1,,3.5,,Jedzenie,,Konto osobiste,
792,26-06-2019,1,,14.37,,Jedzenie,,Konto osobiste,
793,26-06-2019,1,,59.8,,Zdrowie i uroda,,Konto osobiste,
794,27-06-2019,1,,15.71,,Jedzenie,,Konto osobiste,
795,27-06-2019,1,,8.47,,Jedzenie,,Konto osobiste,
796,28-06-2019,1,,20.0,,Fryzjer,Zdrowie i uroda,Konto osobiste,
797,28-06-2019,0,,200.0,,Rodzice,,Konto osobiste,
798,29-06-2019,0,,55.0,,Rodzice,,Konto osobiste,
799,29-06-2019,1,,53.48,,Rodzice,,Konto osobiste,
800,01-07-2019,1,,35.91,,Rodzice,,Konto osobiste,
801,01-07-2019,1,,106.39,,Rodzice,,Konto osobiste,
802,01-07-2019,1,,375.0,,Rodzice,,Konto osobiste,
803,01-07-2019,1,,6.0,,Jedzenie,,Konto osobiste,
804,02-07-2019,0,,400.0,,Rodzice,,Konto osobiste,
805,03-07-2019,1,,2.0,,,,Konto osobiste,
806,03-07-2019,1,,2.99,,Jedzenie,,Konto osobiste,
807,03-07-2019,1,,18.85,,Jedzenie,,Konto osobiste,
808,03-07-2019,1,,4.98,,Alkohol,Jedzenie,Konto osobiste,
809,04-07-2019,1,,5.0,,Koszulki,Odzie�,Konto osobiste,
810,04-07-2019,1,,16.53,,Jedzenie,,Konto osobiste,
811,05-07-2019,1,,20.0,,Kino i teatr,Rozrywka,Konto osobiste,
812,05-07-2019,1,,5.38,,Alkohol,Jedzenie,Konto osobiste,
813,05-07-2019,1,,4.5,,Jedzenie,,Konto osobiste,
814,06-07-2019,1,,9.31,,Jedzenie,,Konto osobiste,
815,06-07-2019,1,,5.78,,Prezenty,,Konto osobiste,
816,06-07-2019,1,,5.79,,�rodki czysto�ci,Dom,Konto osobiste,
817,06-07-2019,1,,15.0,,Dyskoteka,Rozrywka,Konto osobiste,
818,07-07-2019,1,,9.5,,Jedzenie,,Konto osobiste,
819,07-07-2019,1,,20.0,,,,Konto osobiste,
820,07-07-2019,1,,20.0,,Rozrywka,,Konto osobiste,
821,08-07-2019,1,,6.0,,�rodki czysto�ci,Dom,Konto osobiste,
822,08-07-2019,1,,16.86,,Jedzenie,,Konto osobiste,
823,09-07-2019,1,,20.0,,Autobus,Samoch�d,Konto osobiste,
824,10-07-2019,1,,12.75,,Rozrywka,,Konto osobiste,
825,15-07-2019,0,,10.0,,Rodzice,,Konto osobiste,
826,15-07-2019,1,,30.0,,STS,Hazard,Konto osobiste,
827,19-07-2019,1,,31.0,,Jedzenie,,Konto osobiste,
828,20-07-2019,1,,9.0,,Jedzenie,,Konto osobiste,
829,24-07-2019,1,,450.0,,Czynsz,Dom,Konto osobiste,
830,25-07-2019,0,,290.0,,Wyp�ata,Praca,Konto osobiste,
831,30-07-2019,1,,41.44,,Jedzenie,,Konto osobiste,
832,30-07-2019,0,,80.0,,Wyp�ata,Praca,Konto osobiste,
833,02-08-2019,1,,88.21,,Alkohol,Jedzenie,Konto osobiste,
834,02-08-2019,0,,270.0,,Rodzice,,Konto osobiste,
835,02-08-2019,1,,29.82,,Jedzenie,,Konto osobiste,
836,03-08-2019,0,,100.0,,Prezenty,,Konto osobiste,
837,04-08-2019,1,,139.18,,Rodzice,,Konto osobiste,
838,14-08-2019,0,,50.0,,Prezenty,,Konto osobiste,
839,15-08-2019,1,,5.5,,Restauracja,Jedzenie,Konto osobiste,
840,16-08-2019,1,,11.95,,Alkohol,Jedzenie,Konto osobiste,
841,16-08-2019,1,,37.78,,Jedzenie,,Konto osobiste,
842,16-08-2019,0,,30.0,,Rodzice,,Konto osobiste,
843,23-08-2019,1,,105.39,,Rodzice,,Konto osobiste,
844,28-08-2019,0,,500.0,,Rodzice,,Konto osobiste,
845,31-08-2019,1,,33.19,,Rodzice,,Konto osobiste,
846,31-08-2019,1,,450.0,,Czynsz,Dom,Konto osobiste,
847,31-08-2019,1,,34.41,,Alkohol,Jedzenie,Konto osobiste,
848,31-08-2019,0,,20.0,,Rodzice,,Konto osobiste,
849,02-09-2019,1,,20.0,,Fryzjer,Zdrowie i uroda,Konto osobiste,
850,07-09-2019,1,,44.5,,Rodzice,,Konto osobiste,
851,11-09-2019,0,,50.0,,Rodzice,,Konto osobiste,
852,13-09-2019,1,,30.0,,Telefon,Elektronika,Konto osobiste,
853,16-09-2019,0,,50.0,,Rodzice,,Konto osobiste,
854,16-09-2019,1,,20.0,,Gry,Rozrywka,Konto osobiste,
855,22-09-2019,1,,450.0,,Czynsz,Dom,Konto osobiste,
856,22-09-2019,0,,1000.0,,Rodzice,,Konto osobiste,
857,22-09-2019,0,,50.0,,Rodzice,,Konto osobiste,
858,22-09-2019,1,,4.8,,Alkohol,Jedzenie,Konto osobiste,
859,22-09-2019,1,,200.0,,Dom,,Konto osobiste,
860,23-09-2019,1,,13.36,,Jedzenie,,Konto osobiste,
861,23-09-2019,1,,29.99,,Akcesoria,Elektronika,Konto osobiste,
862,23-09-2019,1,,46.0,,Autobus,Samoch�d,Konto osobiste,
863,23-09-2019,1,,24.95,,Restauracja,Jedzenie,Konto osobiste,
864,23-09-2019,1,,3.68,,Jedzenie,,Konto osobiste,
865,26-09-2019,0,,500.0,,Rodzice,,Konto osobiste,
866,26-09-2019,1,,24.5,,Odzie�,,Konto osobiste,
867,26-09-2019,1,,18.46,,Jedzenie,,Konto osobiste,
868,27-09-2019,1,,33.39,,Rodzice,,Konto osobiste,
869,27-09-2019,1,,105.39,,Rodzice,,Konto osobiste,
870,27-09-2019,1,,22.25,,Supermarket,Jedzenie,Konto osobiste,
871,28-09-2019,1,,28.0,,Elektronika,,Konto osobiste,
872,28-09-2019,1,,13.27,,Prezenty,,Konto osobiste,
873,28-09-2019,1,,50.0,,Gry,Rozrywka,Konto osobiste,
874,29-09-2019,1,,10.21,,Jedzenie,,Konto osobiste,
875,29-09-2019,1,,8.97,,Alkohol,Jedzenie,Konto osobiste,
876,29-09-2019,1,,7.0,,Alkohol,Jedzenie,Konto osobiste,
877,30-09-2019,1,,27.0,,Restauracja,Jedzenie,Konto osobiste,
878,30-09-2019,1,,7.0,,Restauracja,Jedzenie,Konto osobiste,
879,30-09-2019,1,,15.0,,Rozrywka,,Konto osobiste,
880,30-09-2019,1,,6.58,,Alkohol,Jedzenie,Konto osobiste,
881,01-10-2019,1,,18.97,,Jedzenie,,Konto osobiste,
882,01-10-2019,1,,13.99,,Od�ywki,Zdrowie i uroda,Konto osobiste,
883,02-10-2019,1,,6.79,,Kosmetyki,Zdrowie i uroda,Konto osobiste,
884,02-10-2019,1,,9.97,,Jedzenie,,Konto osobiste,
885,02-10-2019,1,,5.99,,�rodki czysto�ci,Dom,Konto osobiste,
886,03-10-2019,1,,22.84,,Jedzenie,,Konto osobiste,
887,04-10-2019,1,,14.0,,Jedzenie,,Konto osobiste,
888,04-10-2019,1,,20.0,,Alkohol,Jedzenie,Konto osobiste,
889,05-10-2019,1,,20.68,,Jedzenie,,Konto osobiste,
890,07-10-2019,1,,20.0,,Kino i teatr,Rozrywka,Konto osobiste,
891,07-10-2019,1,,17.43,,Jedzenie,,Konto osobiste,
892,07-10-2019,1,,4.1,,Jedzenie,,Konto osobiste,
893,08-10-2019,1,,18.43,,Jedzenie,,Konto osobiste,
894,08-10-2019,1,,19.8,,Jedzenie,,Konto osobiste,
895,08-10-2019,1,,2.2,,Jedzenie,,Konto osobiste,
896,09-10-2019,1,,11.16,,Jedzenie,,Konto osobiste,
897,09-10-2019,1,,2.2,,Jedzenie,,Konto osobiste,
898,10-10-2019,1,,3.49,,Alkohol,Jedzenie,Konto osobiste,
899,10-10-2019,1,,7.48,,Jedzenie,,Konto osobiste,
900,11-10-2019,1,,43.35,,Restauracja,Jedzenie,Konto osobiste,
901,12-10-2019,1,,5.97,,Alkohol,Jedzenie,Konto osobiste,
902,12-10-2019,1,,10.0,,�rodki czysto�ci,Dom,Konto osobiste,
903,13-10-2019,1,,9.89,,Jedzenie,,Konto osobiste,
904,14-10-2019,1,,11.9,,Jedzenie,,Konto osobiste,
905,14-10-2019,1,,4.0,,Jedzenie,,Konto osobiste,
906,14-10-2019,1,,12.0,,�rodki czysto�ci,Dom,Konto osobiste,
907,15-10-2019,1,,20.01,,Jedzenie,,Konto osobiste,
908,16-10-2019,1,,2.5,,Jedzenie,,Konto osobiste,
909,16-10-2019,1,,15.75,,Jedzenie,,Konto osobiste,
910,17-10-2019,1,,6.68,,Jedzenie,,Konto osobiste,
911,17-10-2019,1,,8.37,,Jedzenie,,Konto osobiste,
912,18-10-2019,1,,5.97,,Alkohol,Jedzenie,Konto osobiste,
913,18-10-2019,1,,11.95,,Jedzenie,,Konto osobiste,
914,20-10-2019,1,,5.99,,Jedzenie,,Konto osobiste,
915,20-10-2019,1,,13.1,,Alkohol,Jedzenie,Konto osobiste,
916,21-10-2019,1,,19.89,,Jedzenie,,Konto osobiste,
917,22-10-2019,1,,22.17,,Jedzenie,,Konto osobiste,
918,23-10-2019,1,,16.5,,Jedzenie,,Konto osobiste,
919,23-10-2019,1,,12.0,,Jedzenie,,Konto osobiste,
920,23-10-2019,1,,2.5,,Jedzenie,,Konto osobiste,
921,23-10-2019,1,,46.0,,Autobus,Samoch�d,Konto osobiste,
922,24-10-2019,1,,20.0,,Fryzjer,Zdrowie i uroda,Konto osobiste,
923,25-10-2019,1,,16.0,,Alkohol,Jedzenie,Konto osobiste,
