Data operacji;Typ;Tytul;Kwota;Notatka;Nazwa kategorii;Nazwa kategorii;Nazwa konta;Tagi
15-07-2019;0;;10.00;;Rodzice;;Konto osobiste;
15-07-2019;1;;30.00;;STS;Hazard;Konto osobiste;
19-07-2019;1;;31.00;;Jedzenie;;Konto osobiste;
20-07-2019;1;;9.00;;Jedzenie;;Konto osobiste;
24-07-2019;1;;450.00;;Czynsz;Dom;Konto osobiste;
25-07-2019;0;;290.00;;Wyp�ata;Praca;Konto osobiste;
30-07-2019;1;;41.44;;Jedzenie;;Konto osobiste;
30-07-2019;0;;80.00;;Wyp�ata;Praca;Konto osobiste;
02-08-2019;1;;88.21;;Alkohol;Jedzenie;Konto osobiste;
02-08-2019;0;;270.00;;Rodzice;;Konto osobiste;
02-08-2019;1;;29.82;;Jedzenie;;Konto osobiste;
03-08-2019;0;;100.00;;Prezenty;;Konto osobiste;
04-08-2019;1;;139.18;;Rodzice;;Konto osobiste;
14-08-2019;0;;50.00;;Prezenty;;Konto osobiste;
15-08-2019;1;;5.50;;Restauracja;Jedzenie;Konto osobiste;
16-08-2019;1;;11.95;;Alkohol;Jedzenie;Konto osobiste;
16-08-2019;1;;37.78;;Jedzenie;;Konto osobiste;
16-08-2019;0;;30.00;;Rodzice;;Konto osobiste;
23-08-2019;1;;105.39;;Rodzice;;Konto osobiste;
28-08-2019;0;;500.00;;Rodzice;;Konto osobiste;
31-08-2019;1;;33.19;;Rodzice;;Konto osobiste;
31-08-2019;1;;450.00;;Czynsz;Dom;Konto osobiste;
31-08-2019;1;;34.41;;Alkohol;Jedzenie;Konto osobiste;
31-08-2019;0;;20.00;;Rodzice;;Konto osobiste;
02-09-2019;1;;20.00;;Fryzjer;Zdrowie i uroda;Konto osobiste;
07-09-2019;1;;44.50;;Rodzice;;Konto osobiste;
11-09-2019;0;;50.00;;Rodzice;;Konto osobiste;
13-09-2019;1;;30.00;;Telefon;Elektronika;Konto osobiste;
16-09-2019;0;;50.00;;Rodzice;;Konto osobiste;
16-09-2019;1;;20.00;;Gry;Rozrywka;Konto osobiste;
22-09-2019;1;;450.00;;Czynsz;Dom;Konto osobiste;
22-09-2019;0;;1000.00;;Rodzice;;Konto osobiste;
22-09-2019;0;;50.00;;Rodzice;;Konto osobiste;
22-09-2019;1;;4.80;;Alkohol;Jedzenie;Konto osobiste;
22-09-2019;1;;200.00;;Dom;;Konto osobiste;
23-09-2019;1;;13.36;;Jedzenie;;Konto osobiste;
23-09-2019;1;;29.99;;Akcesoria;Elektronika;Konto osobiste;
23-09-2019;1;;46.00;;Autobus;Samoch�d;Konto osobiste;
23-09-2019;1;;24.95;;Restauracja;Jedzenie;Konto osobiste;
23-09-2019;1;;3.68;;Jedzenie;;Konto osobiste;
26-09-2019;0;;500.00;;Rodzice;;Konto osobiste;
26-09-2019;1;;24.50;;Odzie�;;Konto osobiste;
26-09-2019;1;;18.46;;Jedzenie;;Konto osobiste;
27-09-2019;1;;33.39;;Rodzice;;Konto osobiste;
27-09-2019;1;;105.39;;Rodzice;;Konto osobiste;
27-09-2019;1;;22.25;;Supermarket;Jedzenie;Konto osobiste;
28-09-2019;1;;28.00;;Elektronika;;Konto osobiste;
28-09-2019;1;;13.27;;Prezenty;;Konto osobiste;
28-09-2019;1;;50.00;;Gry;Rozrywka;Konto osobiste;
29-09-2019;1;;10.21;;Jedzenie;;Konto osobiste;
29-09-2019;1;;8.97;;Alkohol;Jedzenie;Konto osobiste;
29-09-2019;1;;7.00;;Alkohol;Jedzenie;Konto osobiste;
30-09-2019;1;;27.00;;Restauracja;Jedzenie;Konto osobiste;
30-09-2019;1;;7.00;;Restauracja;Jedzenie;Konto osobiste;
30-09-2019;1;;15.00;;Rozrywka;;Konto osobiste;
30-09-2019;1;;6.58;;Alkohol;Jedzenie;Konto osobiste;
01-10-2019;1;;18.97;;Jedzenie;;Konto osobiste;
01-10-2019;1;;13.99;;Od�ywki;Zdrowie i uroda;Konto osobiste;
02-10-2019;1;;6.79;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
02-10-2019;1;;9.97;;Jedzenie;;Konto osobiste;
02-10-2019;1;;5.99;;�rodki czysto�ci;Dom;Konto osobiste;
03-10-2019;1;;22.84;;Jedzenie;;Konto osobiste;
04-10-2019;1;;14.00;;Jedzenie;;Konto osobiste;
04-10-2019;1;;20.00;;Alkohol;Jedzenie;Konto osobiste;
05-10-2019;1;;20.68;;Jedzenie;;Konto osobiste;
07-10-2019;1;;20.00;;Kino i teatr;Rozrywka;Konto osobiste;
07-10-2019;1;;17.43;;Jedzenie;;Konto osobiste;
07-10-2019;1;;4.10;;Jedzenie;;Konto osobiste;
08-10-2019;1;;18.43;;Jedzenie;;Konto osobiste;
08-10-2019;1;;19.80;;Jedzenie;;Konto osobiste;
08-10-2019;1;;2.20;;Jedzenie;;Konto osobiste;
09-10-2019;1;;11.16;;Jedzenie;;Konto osobiste;
09-10-2019;1;;2.20;;Jedzenie;;Konto osobiste;
10-10-2019;1;;3.49;;Alkohol;Jedzenie;Konto osobiste;
10-10-2019;1;;7.48;;Jedzenie;;Konto osobiste;
11-10-2019;1;;43.35;;Restauracja;Jedzenie;Konto osobiste;
12-10-2019;1;;5.97;;Alkohol;Jedzenie;Konto osobiste;
12-10-2019;1;;10.00;;�rodki czysto�ci;Dom;Konto osobiste;
13-10-2019;1;;9.89;;Jedzenie;;Konto osobiste;
14-10-2019;1;;11.90;;Jedzenie;;Konto osobiste;
14-10-2019;1;;4.00;;Jedzenie;;Konto osobiste;
14-10-2019;1;;12.00;;�rodki czysto�ci;Dom;Konto osobiste;
15-10-2019;1;;20.01;;Jedzenie;;Konto osobiste;
16-10-2019;1;;2.50;;Jedzenie;;Konto osobiste;
16-10-2019;1;;15.75;;Jedzenie;;Konto osobiste;
17-10-2019;1;;6.68;;Jedzenie;;Konto osobiste;
17-10-2019;1;;8.37;;Jedzenie;;Konto osobiste;
18-10-2019;1;;5.97;;Alkohol;Jedzenie;Konto osobiste;
18-10-2019;1;;11.95;;Jedzenie;;Konto osobiste;
20-10-2019;1;;5.99;;Jedzenie;;Konto osobiste;
20-10-2019;1;;13.10;;Alkohol;Jedzenie;Konto osobiste;
21-10-2019;1;;19.89;;Jedzenie;;Konto osobiste;
22-10-2019;1;;22.17;;Jedzenie;;Konto osobiste;
23-10-2019;1;;16.50;;Jedzenie;;Konto osobiste;
23-10-2019;1;;12.00;;Jedzenie;;Konto osobiste;
23-10-2019;1;;2.50;;Jedzenie;;Konto osobiste;
23-10-2019;1;;46.00;;Autobus;Samoch�d;Konto osobiste;
24-10-2019;1;;20.00;;Fryzjer;Zdrowie i uroda;Konto osobiste;
25-10-2019;1;;16.00;;Alkohol;Jedzenie;Konto osobiste;
25-10-2019;1;;7.00;;;;Konto osobiste;
25-10-2019;1;;17.62;;Jedzenie;;Konto osobiste;
26-10-2019;1;;6.00;;�rodki czysto�ci;Dom;Konto osobiste;
26-10-2019;1;;18.80;;Jedzenie;;Konto osobiste;
26-10-2019;1;;3.70;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
28-10-2019;1;;3.00;;Jedzenie;;Konto osobiste;
28-10-2019;1;;19.73;;Jedzenie;;Konto osobiste;
28-10-2019;1;;2.50;;Jedzenie;;Konto osobiste;
29-10-2019;1;;17.91;;Jedzenie;;Konto osobiste;
29-10-2019;1;;5.09;;Jedzenie;;Konto osobiste;
29-10-2019;1;;13.16;;Jedzenie;;Konto osobiste;
30-10-2019;1;;20.00;;Autobus;Samoch�d;Konto osobiste;
30-10-2019;1;;24.41;;Jedzenie;;Konto osobiste;
30-10-2019;1;;110.38;;Rodzice;;Konto osobiste;
30-10-2019;1;;33.59;;Rodzice;;Konto osobiste;
30-10-2019;1;;2.80;;Jedzenie;;Konto osobiste;
30-10-2019;1;;50.00;;Uczelnia;;Konto osobiste;
30-10-2019;0;;500.00;;Rodzice;;Konto osobiste;
03-11-2019;1;;30.00;;Telefon;Elektronika;Konto osobiste;
04-11-2019;1;;2.80;;Jedzenie;;Konto osobiste;
05-11-2019;1;;24.13;;Restauracja;Jedzenie;Konto osobiste;
05-11-2019;1;;14.31;;Jedzenie;;Konto osobiste;
05-11-2019;1;;4.00;;Gry;Rozrywka;Konto osobiste;
06-11-2019;1;;11.02;;Jedzenie;;Konto osobiste;
06-11-2019;1;;2.50;;Jedzenie;;Konto osobiste;
06-11-2019;1;;15.00;;Kino i teatr;Rozrywka;Konto osobiste;
07-11-2019;1;;17.54;;Jedzenie;;Konto osobiste;
08-11-2019;1;;15.43;;Jedzenie;;Konto osobiste;
08-11-2019;1;;12.00;;Alkohol;Jedzenie;Konto osobiste;
09-11-2019;1;;13.49;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
09-11-2019;1;;19.97;;Jedzenie;;Konto osobiste;
09-11-2019;1;;10.79;;Prezenty;;Konto osobiste;
10-11-2019;1;;20.00;;Prezenty;;Konto osobiste;
10-11-2019;1;;8.00;;Prezenty;;Konto osobiste;
12-11-2019;1;;2.79;;Jedzenie;;Konto osobiste;
12-11-2019;1;;12.00;;Restauracja;Jedzenie;Konto osobiste;
12-11-2019;1;;5.00;;�rodki czysto�ci;Dom;Konto osobiste;
12-11-2019;1;;4.78;;Jedzenie;;Konto osobiste;
13-11-2019;1;;5.90;;Jedzenie;;Konto osobiste;
14-11-2019;1;;3.00;;Alkohol;Jedzenie;Konto osobiste;
14-11-2019;1;;2.19;;�rodki czysto�ci;Dom;Konto osobiste;
14-11-2019;1;;23.72;;Jedzenie;;Konto osobiste;
15-11-2019;1;;19.55;;Jedzenie;;Konto osobiste;
15-11-2019;1;;6.18;;Alkohol;Jedzenie;Konto osobiste;
18-11-2019;1;;8.78;;Jedzenie;;Konto osobiste;
19-11-2019;1;;16.00;;Jedzenie;;Konto osobiste;
19-11-2019;1;;4.38;;Jedzenie;;Konto osobiste;
20-11-2019;1;;2.50;;Jedzenie;;Konto osobiste;
20-11-2019;1;;32.30;;Jedzenie;;Konto osobiste;
21-11-2019;1;;13.56;;Jedzenie;;Konto osobiste;
24-11-2019;1;;18.77;;Jedzenie;;Konto osobiste;
25-11-2019;1;;2.50;;Jedzenie;;Konto osobiste;
25-11-2019;1;;46.00;;Autobus;Samoch�d;Konto osobiste;
25-11-2019;1;;16.86;;Jedzenie;;Konto osobiste;
25-11-2019;0;;150.00;;Rodzice;;Konto osobiste;
27-11-2019;1;;110.89;;Rodzice;;Konto osobiste;
27-11-2019;1;;5.29;;Jedzenie;;Konto osobiste;
28-11-2019;0;;300.00;;Rodzice;;Konto osobiste;
28-11-2019;1;;15.76;;Jedzenie;;Konto osobiste;
29-11-2019;1;;13.49;;�rodki czysto�ci;Dom;Konto osobiste;
29-11-2019;1;;32.37;;Jedzenie;;Konto osobiste;
29-11-2019;1;;14.68;;�rodki czysto�ci;Dom;Konto osobiste;
29-11-2019;1;;18.74;;Jedzenie;;Konto osobiste;
29-11-2019;1;;490.00;;Czynsz;Dom;Konto osobiste;
29-11-2019;0;;1340.00;;Stypendium;Uczelnia;Konto osobiste;
30-11-2019;1;;20.00;;Rozrywka;;Konto osobiste;
30-11-2019;1;;24.00;;Jedzenie;;Konto osobiste;
30-11-2019;1;;69.00;;Bar;Rozrywka;Konto osobiste;
01-12-2019;1;;13.01;;Jedzenie;;Konto osobiste;
02-12-2019;1;;15.65;;Jedzenie;;Konto osobiste;
02-12-2019;1;;18.75;;Restauracja;Jedzenie;Konto osobiste;
02-12-2019;1;;14.98;;Uczelnia;;Konto osobiste;
02-12-2019;1;;269.00;;Komputer;Elektronika;Konto osobiste;
03-12-2019;1;;8.00;;Bar;Rozrywka;Konto osobiste;
03-12-2019;1;;15.33;;Restauracja;Jedzenie;Konto osobiste;
04-12-2019;1;;14.97;;Jedzenie;;Konto osobiste;
04-12-2019;1;;9.00;;Restauracja;Jedzenie;Konto osobiste;
04-12-2019;1;;5.30;;Jedzenie;;Konto osobiste;
05-12-2019;1;;50.00;;Bar;Rozrywka;Konto osobiste;
05-12-2019;1;;25.00;;Leki;Zdrowie i uroda;Konto osobiste;
06-12-2019;1;;25.33;;Jedzenie;;Konto osobiste;
06-12-2019;1;;7.78;;Alkohol;Jedzenie;Konto osobiste;
06-12-2019;1;;33.00;;Rodzice;;Konto osobiste;
07-12-2019;1;;30.00;;Meble;Dom;Konto osobiste;
07-12-2019;1;;23.98;;Jedzenie;;Konto osobiste;
07-12-2019;1;;75.68;;Zdrowie i uroda;;Konto osobiste;
08-12-2019;1;;37.70;;Restauracja;Jedzenie;Konto osobiste;
09-12-2019;1;;19.80;;Jedzenie;;Konto osobiste;
09-12-2019;1;;2.50;;Jedzenie;;Konto osobiste;
09-12-2019;1;;17.78;;Jedzenie;;Konto osobiste;
10-12-2019;1;;19.00;;Gry;Rozrywka;Konto osobiste;
10-12-2019;1;;2.50;;Jedzenie;;Konto osobiste;
10-12-2019;1;;16.05;;Jedzenie;;Konto osobiste;
11-12-2019;1;;13.08;;Jedzenie;;Konto osobiste;
11-12-2019;1;;14.98;;�rodki czysto�ci;Dom;Konto osobiste;
11-12-2019;1;;5.30;;Jedzenie;;Konto osobiste;
11-12-2019;1;;10.00;;Restauracja;Jedzenie;Konto osobiste;
12-12-2019;1;;20.00;;Fryzjer;Zdrowie i uroda;Konto osobiste;
12-12-2019;1;;10.47;;Jedzenie;;Konto osobiste;
13-12-2019;1;;27.07;;Jedzenie;;Konto osobiste;
13-12-2019;1;;6.00;;�rodki czysto�ci;Dom;Konto osobiste;
14-12-2019;1;;2.79;;Alkohol;Jedzenie;Konto osobiste;
14-12-2019;1;;17.60;;Jedzenie;;Konto osobiste;
15-12-2019;1;;6.37;;Alkohol;Jedzenie;Konto osobiste;
15-12-2019;1;;6.77;;Jedzenie;;Konto osobiste;
16-12-2019;1;;40.00;;Restauracja;Jedzenie;Konto osobiste;
17-12-2019;1;;18.54;;Jedzenie;;Konto osobiste;
17-12-2019;1;;2.50;;Jedzenie;;Konto osobiste;
17-12-2019;1;;7.00;;Jedzenie;;Konto osobiste;
18-12-2019;1;;2.50;;Jedzenie;;Konto osobiste;
18-12-2019;1;;17.04;;Jedzenie;;Konto osobiste;
18-12-2019;1;;900.00;;Czynsz;Dom;Konto osobiste;
18-12-2019;1;;18.54;;Jedzenie;;Konto osobiste;
18-12-2019;0;;2830.00;;Stypendium;Uczelnia;Konto osobiste;
19-12-2019;1;;232.80;;Prezenty;;Konto osobiste;
19-12-2019;1;;20.33;;Jedzenie;;Konto osobiste;
19-12-2019;1;;2.68;;Jedzenie;;Konto osobiste;
20-12-2019;1;;14.58;;Jedzenie;;Konto osobiste;
20-12-2019;1;;20.00;;Kino i teatr;Rozrywka;Konto osobiste;
20-12-2019;1;;24.75;;Restauracja;Jedzenie;Konto osobiste;
21-12-2019;1;;7.08;;Jedzenie;;Konto osobiste;
21-12-2019;1;;15.74;;Autobus;Samoch�d;Konto osobiste;
21-12-2019;1;;11.96;;Prezenty;;Konto osobiste;
26-12-2019;1;;30.00;;Telefon;Elektronika;Konto osobiste;
28-12-2019;0;;150.00;;Rodzice;;Konto osobiste;
28-12-2019;1;;143.92;;Rodzice;;Konto osobiste;
29-12-2019;1;;14.16;;Jedzenie;;Konto osobiste;
31-12-2019;1;;8.00;;Autobus;Samoch�d;Konto osobiste;
01-01-2020;1;;50.00;;Rozrywka;;Konto osobiste;
02-01-2020;1;;15.86;;Jedzenie;;Konto osobiste;
02-01-2020;1;;15.74;;Autobus;Samoch�d;Konto osobiste;
07-01-2020;1;;29.94;;Jedzenie;;Konto osobiste;
08-01-2020;1;;19.34;;Restauracja;Jedzenie;Konto osobiste;
09-01-2020;1;;2.39;;Alkohol;Jedzenie;Konto osobiste;
10-01-2020;1;;139.80;;Spodnie;Odzie�;Konto osobiste;
10-01-2020;1;;6.78;;Alkohol;Jedzenie;Konto osobiste;
10-01-2020;1;;17.45;;Restauracja;Jedzenie;Konto osobiste;
10-01-2020;1;;190.00;;Autobus;Samoch�d;Konto osobiste;
11-01-2020;1;;33.53;;Jedzenie;;Konto osobiste;
11-01-2020;1;;10.78;;�rodki czysto�ci;Dom;Konto osobiste;
13-01-2020;1;;2.80;;Jedzenie;;Konto osobiste;
13-01-2020;1;;2.50;;Jedzenie;;Konto osobiste;
13-01-2020;1;;10.00;;Restauracja;Jedzenie;Konto osobiste;
13-01-2020;1;;12.56;;Jedzenie;;Konto osobiste;
14-01-2020;1;;5.38;;Jedzenie;;Konto osobiste;
15-01-2020;1;;21.85;;Restauracja;Jedzenie;Konto osobiste;
15-01-2020;1;;31.94;;Jedzenie;;Konto osobiste;
16-01-2020;1;;450.00;;Czynsz;Dom;Konto osobiste;
16-01-2020;1;;12.07;;Jedzenie;;Konto osobiste;
17-01-2020;1;;18.30;;Restauracja;Jedzenie;Konto osobiste;
17-01-2020;1;;14.99;;Alkohol;Jedzenie;Konto osobiste;
17-01-2020;0;;1390.00;;Stypendium;Uczelnia;Konto osobiste;
17-01-2020;1;;5.99;;�rodki czysto�ci;Dom;Konto osobiste;
17-01-2020;1;;23.00;;Kino i teatr;Rozrywka;Konto osobiste;
17-01-2020;1;;11.25;;Jedzenie;;Konto osobiste;
17-01-2020;1;;13.00;;Restauracja;Jedzenie;Konto osobiste;
18-01-2020;1;;28.05;;Jedzenie;;Konto osobiste;
18-01-2020;1;;9.36;;Alkohol;Jedzenie;Konto osobiste;
20-01-2020;1;;18.39;;Jedzenie;;Konto osobiste;
20-01-2020;1;;4.30;;Jedzenie;;Konto osobiste;
20-01-2020;1;;2.20;;Jedzenie;;Konto osobiste;
21-01-2020;1;;12.00;;Restauracja;Jedzenie;Konto osobiste;
22-01-2020;1;;6.18;;Jedzenie;;Konto osobiste;
22-01-2020;1;;19.27;;Restauracja;Jedzenie;Konto osobiste;
23-01-2020;1;;20.00;;Fryzjer;Zdrowie i uroda;Konto osobiste;
23-01-2020;1;;7.49;;�rodki czysto�ci;Dom;Konto osobiste;
23-01-2020;1;;28.53;;Jedzenie;;Konto osobiste;
24-01-2020;1;;4.59;;Alkohol;Jedzenie;Konto osobiste;
24-01-2020;1;Telefon;110.38;;Rodzice;;Konto osobiste;
24-01-2020;1;;16.50;;Jedzenie;;Konto osobiste;
25-01-2020;1;;28.93;;Jedzenie;;Konto osobiste;
27-01-2020;1;;97.00;;Rodzice;;Konto osobiste;
27-01-2020;1;;25.00;;Leki;Zdrowie i uroda;Konto osobiste;
27-01-2020;1;;16.00;;Restauracja;Jedzenie;Konto osobiste;
27-01-2020;1;;2.20;;Jedzenie;;Konto osobiste;
28-01-2020;1;;5.00;;Uczelnia;;Konto osobiste;
28-01-2020;1;;56.17;;Akcesoria;Elektronika;Konto osobiste;
28-01-2020;1;;5.89;;Jedzenie;;Konto osobiste;
29-01-2020;1;;29.45;;Jedzenie;;Konto osobiste;
30-01-2020;0;;300.00;;Rodzice;;Konto osobiste;
30-01-2020;1;;18.51;;Jedzenie;;Konto osobiste;
31-01-2020;1;;9.99;;�rodki czysto�ci;Dom;Konto osobiste;
31-01-2020;1;;8.68;;Jedzenie;;Konto osobiste;
31-01-2020;1;;12.67;;Alkohol;Jedzenie;Konto osobiste;
31-01-2020;1;;33.19;;Rodzice;;Konto osobiste;
01-02-2020;1;;7.49;;;;Konto osobiste;
01-02-2020;1;;8.67;;Alkohol;Jedzenie;Konto osobiste;
01-02-2020;1;;6.77;;Prezenty;;Konto osobiste;
01-02-2020;1;;12.67;;Jedzenie;;Konto osobiste;
02-02-2020;1;;32.62;;Restauracja;Jedzenie;Konto osobiste;
03-02-2020;1;;27.00;;;;Konto osobiste;
03-02-2020;1;;32.00;;Restauracja;Jedzenie;Konto osobiste;
03-02-2020;1;;14.54;;Jedzenie;;Konto osobiste;
03-02-2020;1;;12.15;;Alkohol;Jedzenie;Konto osobiste;
04-02-2020;1;;29.44;;Jedzenie;;Konto osobiste;
05-02-2020;1;;7.38;;Jedzenie;;Konto osobiste;
06-02-2020;1;;23.18;;Jedzenie;;Konto osobiste;
06-02-2020;1;;6.17;;Jedzenie;;Konto osobiste;
07-02-2020;1;;19.00;;Gry;Rozrywka;Konto osobiste;
14-02-2020;0;;50.00;;Prezenty;;Konto osobiste;
15-02-2020;1;;30.00;;Telefon;Elektronika;Konto osobiste;
15-02-2020;0;;1390.00;;Stypendium;Uczelnia;Konto osobiste;
16-02-2020;1;;20.00;;Autobus;Samoch�d;Konto osobiste;
16-02-2020;1;;14.07;;Alkohol;Jedzenie;Konto osobiste;
16-02-2020;0;;20.00;;Prezenty;;Konto osobiste;
17-02-2020;1;;4.98;;Jedzenie;;Konto osobiste;
17-02-2020;1;;24.99;;Akcesoria;Elektronika;Konto osobiste;
17-02-2020;1;;600.00;;Czynsz;Dom;Konto osobiste;
17-02-2020;1;;24.70;;Jedzenie;;Konto osobiste;
18-02-2020;1;;30.09;;Jedzenie;;Konto osobiste;
19-02-2020;1;;7.89;;Jedzenie;;Konto osobiste;
19-02-2020;1;;17.90;;Restauracja;Jedzenie;Konto osobiste;
19-02-2020;1;;13.99;;Woda;Dom;Konto osobiste;
19-02-2020;1;;9.00;;Optyk;Zdrowie i uroda;Konto osobiste;
20-02-2020;1;;16.74;;Jedzenie;;Konto osobiste;
21-02-2020;1;;14.99;;Alkohol;Jedzenie;Konto osobiste;
21-02-2020;1;;12.00;;Prezenty;;Konto osobiste;
21-02-2020;1;;26.00;;Odzie�;;Konto osobiste;
21-02-2020;1;;10.52;;Jedzenie;;Konto osobiste;
22-02-2020;1;;20.33;;Jedzenie;;Konto osobiste;
22-02-2020;1;;9.60;;Alkohol;Jedzenie;Konto osobiste;
24-02-2020;1;;24.23;;Jedzenie;;Konto osobiste;
25-02-2020;1;;26.00;;Bar;Rozrywka;Konto osobiste;
25-02-2020;1;;34.99;;Woda;Dom;Konto osobiste;
25-02-2020;1;;20.00;;Restauracja;Jedzenie;Konto osobiste;
25-02-2020;1;;12.00;;Restauracja;Jedzenie;Konto osobiste;
26-02-2020;1;;20.00;;Restauracja;Jedzenie;Konto osobiste;
26-02-2020;1;;2.20;;Jedzenie;;Konto osobiste;
26-02-2020;1;;11.07;;Jedzenie;;Konto osobiste;
27-02-2020;1;;143.37;;Rodzice;;Konto osobiste;
27-02-2020;1;;12.00;;Restauracja;Jedzenie;Konto osobiste;
27-02-2020;1;;7.48;;Jedzenie;;Konto osobiste;
27-02-2020;1;;177.80;;Optyk;Zdrowie i uroda;Konto osobiste;
27-02-2020;0;;300.00;;Rodzice;;Konto osobiste;
28-02-2020;1;;5.00;;Prezenty;;Konto osobiste;
28-02-2020;1;;2.47;;Jedzenie;;Konto osobiste;
28-02-2020;1;;13.57;;Jedzenie;;Konto osobiste;
29-02-2020;1;;33.83;;Jedzenie;;Konto osobiste;
01-03-2020;1;;10.60;;;;Konto osobiste;
01-03-2020;1;;2.99;;Jedzenie;;Konto osobiste;
01-03-2020;1;;7.40;;Alkohol;Jedzenie;Konto osobiste;
02-03-2020;1;;14.41;;Jedzenie;;Konto osobiste;
03-03-2020;1;;19.90;;Restauracja;Jedzenie;Konto osobiste;
03-03-2020;1;;24.00;;Gry;Rozrywka;Konto osobiste;
03-03-2020;1;;9.01;;Restauracja;Jedzenie;Konto osobiste;
03-03-2020;1;;26.00;;Bar;Rozrywka;Konto osobiste;
04-03-2020;1;;13.84;;Jedzenie;;Konto osobiste;
04-03-2020;1;;14.90;;Optyk;Zdrowie i uroda;Konto osobiste;
04-03-2020;1;;177.80;;Optyk;Zdrowie i uroda;Konto osobiste;
05-03-2020;1;;12.00;;Restauracja;Jedzenie;Konto osobiste;
05-03-2020;1;;13.65;;Jedzenie;;Konto osobiste;
05-03-2020;1;;138.95;;Odzie�;;Konto osobiste;
06-03-2020;1;;5.98;;Prezenty;;Konto osobiste;
06-03-2020;1;;12.56;;Alkohol;Jedzenie;Konto osobiste;
06-03-2020;1;;19.87;;Jedzenie;;Konto osobiste;
06-03-2020;1;;4.99;;�rodki czysto�ci;Dom;Konto osobiste;
07-03-2020;1;;10.88;;Jedzenie;;Konto osobiste;
07-03-2020;1;;5.83;;Jedzenie;;Konto osobiste;
07-03-2020;1;;5.99;;�rodki czysto�ci;Dom;Konto osobiste;
07-03-2020;1;;16.97;;Alkohol;Jedzenie;Konto osobiste;
08-03-2020;1;;50.00;;Gry;Rozrywka;Konto osobiste;
08-03-2020;1;;16.95;;Restauracja;Jedzenie;Konto osobiste;
08-03-2020;1;;10.00;;Bar;Rozrywka;Konto osobiste;
09-03-2020;1;;20.00;;Fryzjer;Zdrowie i uroda;Konto osobiste;
09-03-2020;1;;5.99;;�rodki czysto�ci;Dom;Konto osobiste;
09-03-2020;1;;6.59;;Jedzenie;;Konto osobiste;
10-03-2020;1;;17.90;;Restauracja;Jedzenie;Konto osobiste;
10-03-2020;1;;3.91;;Jedzenie;;Konto osobiste;
10-03-2020;1;;3.69;;Jedzenie;;Konto osobiste;
10-03-2020;1;;9.34;;Alkohol;Jedzenie;Konto osobiste;
11-03-2020;1;;27.40;;Restauracja;Jedzenie;Konto osobiste;
11-03-2020;1;;7.00;;Autobus;Samoch�d;Konto osobiste;
11-03-2020;1;;5.34;;Jedzenie;;Konto osobiste;
11-03-2020;1;;3.50;;Jedzenie;;Konto osobiste;
14-03-2020;1;;22.43;;Alkohol;Jedzenie;Konto osobiste;
14-03-2020;1;;25.00;;Leki;Zdrowie i uroda;Konto osobiste;
19-03-2020;1;;16.45;;Jedzenie;;Konto osobiste;
19-03-2020;1;;42.98;;Woda;Dom;Konto osobiste;
19-03-2020;1;;21.12;;Alkohol;Jedzenie;Konto osobiste;
20-03-2020;0;;1390.00;;Stypendium;Uczelnia;Konto osobiste;
21-03-2020;1;;450.00;;Czynsz;Dom;Konto osobiste;
21-03-2020;1;;8.50;;Jedzenie;;Konto osobiste;
23-03-2020;1;;50.00;;Gry;Rozrywka;Konto osobiste;
26-03-2020;0;;300.00;;Rodzice;;Konto osobiste;
26-03-2020;1;;24.00;;Gry;Rozrywka;Konto osobiste;
26-03-2020;1;;110.38;;Rodzice;;Konto osobiste;
27-03-2020;1;;50.00;;Gry;Rozrywka;Konto osobiste;
28-03-2020;1;;29.10;;Alkohol;Jedzenie;Konto osobiste;
31-03-2020;1;;25.00;;Rodzice;;Konto osobiste;
31-03-2020;1;;33.79;;Rodzice;;Konto osobiste;
02-04-2020;1;;17.49;;Leki;Zdrowie i uroda;Konto osobiste;
02-04-2020;1;;33.45;;Jedzenie;;Konto osobiste;
06-04-2020;1;;30.00;;Telefon;Dom;Konto osobiste;
07-04-2020;0;;1390.00;;Stypendium;Uczelnia;Konto osobiste;
14-04-2020;1;;450.00;;Czynsz;Dom;Konto osobiste;
15-04-2020;0;;1000.00;;Prezenty;;Konto osobiste;
18-04-2020;1;;7.34;;Jedzenie;;Konto osobiste;
18-04-2020;1;;28.10;;Alkohol;Jedzenie;Konto osobiste;
19-04-2020;1;;199.00;;Buty;Odzie�;Konto osobiste;
19-04-2020;1;;69.99;;Zdrowie i uroda;;Konto osobiste;
23-04-2020;1;;99.99;;Komputer;Elektronika;Konto osobiste;
24-04-2020;1;;23.90;;Alkohol;Jedzenie;Konto osobiste;
24-04-2020;0;;40.00;;Rodzice;;Konto osobiste;
24-04-2020;0;;1000.00;;Rodzice;;Konto osobiste;
27-04-2020;1;;904.00;;Rodzice;;Konto osobiste;
28-04-2020;1;;111.45;;Rodzice;;Konto osobiste;
28-04-2020;1;;100.00;;Stomatolog;Zdrowie i uroda;Konto osobiste;
28-04-2020;1;;33.59;;Rodzice;;Konto osobiste;
30-04-2020;1;;34.30;;Alkohol;Jedzenie;Konto osobiste;
30-04-2020;0;;300.00;;Rodzice;;Konto osobiste;
