Data operacji;Typ;Tytul;Kwota;Notatka;Nazwa kategorii;Nazwa kategorii;Nazwa konta;Tagi
21-11-2018;1;;120.00;;Autobus;Samoch�d;Konto osobiste;
22-11-2018;1;;22.68;;Jedzenie;;Konto osobiste;
23-11-2018;1;;17.73;;Jedzenie;;Konto osobiste;
24-11-2018;1;;10.00;;Bar;Rozrywka;Konto osobiste;
24-11-2018;1;;68.00;;Bar;Rozrywka;Konto osobiste;
27-11-2018;1;;27.70;;Jedzenie;;Konto osobiste;
28-11-2018;1;;145.00;;Telefon;Dom;Konto osobiste;
28-11-2018;0;;1400.00;;Rodzice;;Konto osobiste;
28-11-2018;1;;11.60;;Restauracja;Jedzenie;Konto osobiste;
28-11-2018;1;;13.66;;Jedzenie;;Konto osobiste;
29-11-2018;1;;15.15;;Jedzenie;;Konto osobiste;
29-11-2018;1;;1600.00;;Czynsz;Dom;Konto osobiste;
29-11-2018;0;;16.00;Zwrot od filipa;Restauracja;Jedzenie;Konto osobiste;
29-11-2018;1;;16.58;;Restauracja;Jedzenie;Konto osobiste;
30-11-2018;1;;23.25;;Supermarket;Jedzenie;Konto osobiste;
01-12-2018;1;;26.35;;Jedzenie;;Konto osobiste;
02-12-2018;1;;8.53;;Jedzenie;;Konto osobiste;
03-12-2018;1;;11.83;;Jedzenie;;Konto osobiste;
04-12-2018;1;;16.99;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
04-12-2018;1;;18.46;;Jedzenie;;Konto osobiste;
04-12-2018;1;;172.00;;Komputer;Elektronika;Konto osobiste;
05-12-2018;1;;28.10;;Jedzenie;;Konto osobiste;
06-12-2018;1;;6.47;;Jedzenie;;Konto osobiste;
07-12-2018;1;;9.85;;Jedzenie;;Konto osobiste;
11-12-2018;1;;19.62;;Jedzenie;;Konto osobiste;
11-12-2018;1;;15.00;;Fryzjer;Zdrowie i uroda;Konto osobiste;
12-12-2018;1;;14.85;;Jedzenie;;Konto osobiste;
12-12-2018;0;;2850.00;;Wyp�ata;Praca;Konto osobiste;
13-12-2018;1;;14.00;;Restauracja;Jedzenie;Konto osobiste;
13-12-2018;1;;15.65;;Jedzenie;;Konto osobiste;
13-12-2018;1;;180.00;;Odzie�;;Konto osobiste;
14-12-2018;1;;17.05;;Jedzenie;;Konto osobiste;
14-12-2018;1;;45.47;;Jedzenie;;Konto osobiste;
15-12-2018;1;;15.22;;Jedzenie;;Konto osobiste;
15-12-2018;1;;8.19;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
18-12-2018;1;;22.75;;Jedzenie;;Konto osobiste;
19-12-2018;1;;15.55;;Jedzenie;;Konto osobiste;
20-12-2018;1;;5.38;;Jedzenie;;Konto osobiste;
20-12-2018;1;;1.99;;Jedzenie;;Konto osobiste;
20-12-2018;1;;4.50;;Jedzenie;;Konto osobiste;
21-12-2018;1;;282.00;;Prezenty;Dom;Konto osobiste;
21-12-2018;1;;35.00;;Jedzenie;;Konto osobiste;
21-12-2018;1;;25.00;;Odzie�;;Konto osobiste;
21-12-2018;1;;9.07;;Jedzenie;;Konto osobiste;
22-12-2018;1;;15.00;;Prezenty;Dom;Konto osobiste;
22-12-2018;1;;19.39;;Prezenty;Dom;Konto osobiste;
26-12-2018;1;;500.00;;Czynsz;Dom;Konto osobiste;
27-12-2018;1;;105.00;;Telefon;Dom;Konto osobiste;
05-01-2019;1;;30.00;;Telefon;Dom;Konto osobiste;
07-01-2019;1;;25.37;;Jedzenie;;Konto osobiste;
09-01-2019;1;;18.30;;Jedzenie;;Konto osobiste;
09-01-2019;1;;27.24;;Jedzenie;;Konto osobiste;
09-01-2019;1;;66.00;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
10-01-2019;1;;10.46;;Jedzenie;;Konto osobiste;
11-01-2019;1;;20.54;;Jedzenie;;Konto osobiste;
11-01-2019;1;;67.50;;Gry;Rozrywka;Konto osobiste;
11-01-2019;1;;8.23;;Jedzenie;;Konto osobiste;
14-01-2019;1;;14.36;;Jedzenie;;Konto osobiste;
14-01-2019;1;;31.90;;Restauracja;Jedzenie;Konto osobiste;
15-01-2019;1;;30.00;;Fotograf;;Konto osobiste;
15-01-2019;1;;5.58;;Jedzenie;;Konto osobiste;
15-01-2019;1;;13.76;;Jedzenie;;Konto osobiste;
15-01-2019;1;;17.39;;Jedzenie;;Konto osobiste;
16-01-2019;1;;9.97;;Jedzenie;;Konto osobiste;
16-01-2019;1;;80.00;;Uczelnia;;Konto osobiste;
16-01-2019;1;;14.14;;Restauracja;Jedzenie;Konto osobiste;
16-01-2019;1;;6.50;;Uczelnia;;Konto osobiste;
17-01-2019;1;;60.00;;Uczelnia;;Konto osobiste;
17-01-2019;1;;23.82;;Jedzenie;;Konto osobiste;
17-01-2019;0;;1450.00;;Stypendium;Uczelnia;Konto osobiste;
17-01-2019;1;;16.00;;Uczelnia;;Konto osobiste;
17-01-2019;1;;508.00;;Czynsz;Dom;Konto osobiste;
18-01-2019;1;;14.98;;Jedzenie;;Konto osobiste;
19-01-2019;1;;29.74;;Jedzenie;;Konto osobiste;
21-01-2019;1;;23.98;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
21-01-2019;1;;31.12;;Jedzenie;;Konto osobiste;
22-01-2019;1;;6.48;;Jedzenie;;Konto osobiste;
23-01-2019;1;;17.00;;Jedzenie;;Konto osobiste;
23-01-2019;1;;20.00;;Fryzjer;Zdrowie i uroda;Konto osobiste;
24-01-2019;1;;8.00;;Leki;Zdrowie i uroda;Konto osobiste;
24-01-2019;1;;45.00;;Restauracja;Jedzenie;Konto osobiste;
24-01-2019;1;;16.83;;Jedzenie;;Konto osobiste;
28-01-2019;1;;85.00;;Uczelnia;;Konto osobiste;
29-01-2019;1;;17.00;;Jedzenie;;Konto osobiste;
30-01-2019;1;;20.50;;Koszulki;Odzie�;Konto osobiste;
30-01-2019;1;;13.50;;Restauracja;Jedzenie;Konto osobiste;
30-01-2019;1;;17.90;;Kino i teatr;Rozrywka;Konto osobiste;
30-01-2019;1;;16.00;;Jedzenie;;Konto osobiste;
30-01-2019;1;;105.49;;Rodzice;;Konto osobiste;
31-01-2019;1;;34.72;;Jedzenie;;Konto osobiste;
01-02-2019;1;;17.04;;Jedzenie;;Konto osobiste;
02-02-2019;1;;71.47;;Jedzenie;;Konto osobiste;
03-02-2019;0;;150.00;;Rodzice;;Konto osobiste;
04-02-2019;1;;12.94;;Jedzenie;;Konto osobiste;
04-02-2019;1;;48.09;;Jedzenie;;Konto osobiste;
07-02-2019;1;;39.37;;Rodzice;;Konto osobiste;
07-02-2019;1;;12.35;;Jedzenie;;Konto osobiste;
09-02-2019;1;;20.00;;STS;Hazard;Konto osobiste;
16-02-2019;1;;41.80;;Jedzenie;;Konto osobiste;
18-02-2019;1;;35.00;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
18-02-2019;1;;470.00;;Czynsz;Dom;Konto osobiste;
18-02-2019;1;;20.05;;Jedzenie;;Konto osobiste;
19-02-2019;1;;23.50;;Restauracja;Jedzenie;Konto osobiste;
19-02-2019;1;;120.00;;Autobus;Samoch�d;Konto osobiste;
20-02-2019;1;;42.00;;Kursy;Praca;Konto osobiste;
20-02-2019;1;;28.15;;Jedzenie;;Konto osobiste;
20-02-2019;1;;1.65;;Jedzenie;;Konto osobiste;
21-02-2019;1;;5.38;;Jedzenie;;Konto osobiste;
21-02-2019;1;;3.65;;Jedzenie;;Konto osobiste;
21-02-2019;1;;12.36;;Jedzenie;;Konto osobiste;
24-02-2019;1;;16.31;;Jedzenie;;Konto osobiste;
25-02-2019;1;;17.32;;Restauracja;Jedzenie;Konto osobiste;
26-02-2019;1;;4.49;;Jedzenie;;Konto osobiste;
26-02-2019;1;;4.80;;Jedzenie;;Konto osobiste;
27-02-2019;1;;14.69;;Jedzenie;;Konto osobiste;
27-02-2019;1;;13.52;;Jedzenie;;Konto osobiste;
28-02-2019;1;;27.00;;Jedzenie;;Konto osobiste;
28-02-2019;1;;5.64;;Jedzenie;;Konto osobiste;
28-02-2019;1;;2.94;;Jedzenie;;Konto osobiste;
01-03-2019;1;;27.50;;Jedzenie;;Konto osobiste;
01-03-2019;1;;12.00;;Leki;Zdrowie i uroda;Konto osobiste;
02-03-2019;1;;145.00;;Telefon;Elektronika;Konto osobiste;
02-03-2019;0;;200.00;;Rodzice;;Konto osobiste;
02-03-2019;1;;8.19;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
04-03-2019;1;;2.00;;Jedzenie;;Konto osobiste;
04-03-2019;1;;8.50;;Restauracja;Jedzenie;Konto osobiste;
04-03-2019;1;;24.69;;Jedzenie;;Konto osobiste;
05-03-2019;1;;10.49;;Jedzenie;;Konto osobiste;
06-03-2019;1;;20.00;;Pr�d;Dom;Konto osobiste;
06-03-2019;1;;14.44;;Jedzenie;;Konto osobiste;
06-03-2019;1;;6.50;;Jedzenie;;Konto osobiste;
07-03-2019;1;;2.80;;Jedzenie;;Konto osobiste;
07-03-2019;1;;16.05;;Jedzenie;;Konto osobiste;
08-03-2019;1;;9.53;;Jedzenie;;Konto osobiste;
08-03-2019;1;;3.95;;Jedzenie;;Konto osobiste;
11-03-2019;1;;23.15;;Jedzenie;;Konto osobiste;
11-03-2019;1;;15.24;;Jedzenie;;Konto osobiste;
12-03-2019;1;;20.00;;Fryzjer;Zdrowie i uroda;Konto osobiste;
12-03-2019;1;;9.38;;Jedzenie;;Konto osobiste;
13-03-2019;1;;11.07;;Jedzenie;;Konto osobiste;
14-03-2019;1;;18.45;;Jedzenie;;Konto osobiste;
14-03-2019;1;;2.00;;Jedzenie;;Konto osobiste;
15-03-2019;1;;25.95;;Jedzenie;;Konto osobiste;
15-03-2019;1;;54.98;;Odzie�;;Konto osobiste;
15-03-2019;1;;130.00;;Spodnie;Odzie�;Konto osobiste;
15-03-2019;0;;750.00;;Stypendium;Uczelnia;Konto osobiste;
15-03-2019;1;;12.56;;Jedzenie;;Konto osobiste;
16-03-2019;1;;19.59;;Jedzenie;;Konto osobiste;
17-03-2019;1;;440.00;;Czynsz;Dom;Konto osobiste;
18-03-2019;1;;15.36;;Jedzenie;;Konto osobiste;
18-03-2019;1;;19.70;;Jedzenie;;Konto osobiste;
19-03-2019;1;;10.47;;Jedzenie;;Konto osobiste;
19-03-2019;1;;7.18;;Jedzenie;;Konto osobiste;
20-03-2019;1;;6.00;;Elektronika;;Konto osobiste;
20-03-2019;1;;4.50;;Jedzenie;;Konto osobiste;
20-03-2019;1;;4.00;;Leki;Zdrowie i uroda;Konto osobiste;
20-03-2019;1;;9.00;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
20-03-2019;1;;6.77;;Jedzenie;;Konto osobiste;
20-03-2019;1;;11.00;;Jedzenie;;Konto osobiste;
21-03-2019;1;;19.83;;Restauracja;Jedzenie;Konto osobiste;
22-03-2019;1;;13.56;;Gry;Rozrywka;Konto osobiste;
23-03-2019;1;;49.49;;Jedzenie;;Konto osobiste;
25-03-2019;1;;1.59;;Jedzenie;;Konto osobiste;
25-03-2019;1;;8.50;;Restauracja;Jedzenie;Konto osobiste;
25-03-2019;1;;26.09;;Jedzenie;;Konto osobiste;
26-03-2019;1;;13.47;;Jedzenie;;Konto osobiste;
27-03-2019;1;;11.53;;Jedzenie;;Konto osobiste;
28-03-2019;1;;21.32;;Restauracja;Jedzenie;Konto osobiste;
28-03-2019;1;;9.67;;Jedzenie;;Konto osobiste;
29-03-2019;1;;20.00;;Autobus;Samoch�d;Konto osobiste;
31-03-2019;1;;15.80;;Jedzenie;;Konto osobiste;
31-03-2019;1;;16.00;;Autobus;Samoch�d;Konto osobiste;
31-03-2019;0;;220.00;;Rodzice;;Konto osobiste;
01-04-2019;1;;11.00;;Restauracja;Jedzenie;Konto osobiste;
01-04-2019;1;;9.81;;Jedzenie;;Konto osobiste;
01-04-2019;1;;2.19;;Jedzenie;;Konto osobiste;
02-04-2019;1;;36.34;;Telefon;Elektronika;Konto osobiste;
02-04-2019;1;;12.16;;Jedzenie;;Konto osobiste;
02-04-2019;1;;105.39;;Telefon;Elektronika;Konto osobiste;
02-04-2019;1;;3.00;;Jedzenie;;Konto osobiste;
03-04-2019;1;;8.00;;Jedzenie;;Konto osobiste;
04-04-2019;1;;20.00;;Bar;Rozrywka;Konto osobiste;
04-04-2019;1;;5.00;;Rozrywka;;Konto osobiste;
04-04-2019;1;;12.00;;Restauracja;Jedzenie;Konto osobiste;
04-04-2019;1;;2.00;;Jedzenie;;Konto osobiste;
04-04-2019;1;;21.00;;Jedzenie;;Konto osobiste;
04-04-2019;1;;21.00;;Bar;Rozrywka;Konto osobiste;
04-04-2019;1;;11.00;;Jedzenie;;Konto osobiste;
04-04-2019;1;;2.30;;Jedzenie;;Konto osobiste;
05-04-2019;1;;18.50;;Jedzenie;;Konto osobiste;
05-04-2019;1;;11.86;;Jedzenie;;Konto osobiste;
06-04-2019;1;;25.71;;Jedzenie;;Konto osobiste;
07-04-2019;1;;8.50;;Jedzenie;;Konto osobiste;
08-04-2019;1;;16.50;;Rozrywka;;Konto osobiste;
08-04-2019;1;;3.00;;Jedzenie;;Konto osobiste;
08-04-2019;1;;8.50;;Restauracja;Jedzenie;Konto osobiste;
08-04-2019;1;;15.22;;Jedzenie;;Konto osobiste;
09-04-2019;1;;12.00;;Jedzenie;;Konto osobiste;
09-04-2019;1;;9.59;;Jedzenie;;Konto osobiste;
09-04-2019;1;;8.48;;Jedzenie;;Konto osobiste;
10-04-2019;1;;14.03;;Jedzenie;;Konto osobiste;
10-04-2019;1;;2.00;;Jedzenie;;Konto osobiste;
11-04-2019;1;;11.00;;Jedzenie;;Konto osobiste;
11-04-2019;1;;8.06;;Jedzenie;;Konto osobiste;
11-04-2019;1;;1.80;;Jedzenie;;Konto osobiste;
11-04-2019;1;;14.63;;Jedzenie;;Konto osobiste;
12-04-2019;1;;6.45;;Jedzenie;;Konto osobiste;
12-04-2019;1;;23.00;;Kino i teatr;Rozrywka;Konto osobiste;
12-04-2019;1;;7.96;;Jedzenie;;Konto osobiste;
13-04-2019;0;;50.00;;;;Konto osobiste;
13-04-2019;1;;13.71;;Jedzenie;;Konto osobiste;
13-04-2019;1;;24.00;;Leki;Zdrowie i uroda;Konto osobiste;
15-04-2019;0;;2150.00;;Stypendium;Uczelnia;Konto osobiste;
15-04-2019;1;;240.00;;Dom;;Konto osobiste;
15-04-2019;1;;14.85;;Jedzenie;;Konto osobiste;
15-04-2019;1;;440.00;;Czynsz;Dom;Konto osobiste;
15-04-2019;1;;11.00;;Jedzenie;;Konto osobiste;
16-04-2019;1;;8.59;;Jedzenie;;Konto osobiste;
16-04-2019;1;;12.50;;�rodki czysto�ci;Dom;Konto osobiste;
16-04-2019;1;;21.50;;Jedzenie;;Konto osobiste;
16-04-2019;1;;20.00;;Fryzjer;Zdrowie i uroda;Konto osobiste;
17-04-2019;1;;30.00;;Telefon;Elektronika;Konto osobiste;
17-04-2019;1;;5.48;;Jedzenie;;Konto osobiste;
17-04-2019;1;;7.19;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
17-04-2019;1;;12.00;;Jedzenie;;Konto osobiste;
18-04-2019;1;;6.47;;Jedzenie;;Konto osobiste;
18-04-2019;1;;18.00;;Jedzenie;;Konto osobiste;
18-04-2019;1;;11.66;;Jedzenie;;Konto osobiste;
23-04-2019;1;;165.40;;Odzie�;;Konto osobiste;
24-04-2019;1;;23.23;;Jedzenie;;Konto osobiste;
26-04-2019;0;;50.00;;Rodzice;;Konto osobiste;
26-04-2019;1;;59.06;;Jedzenie;;Konto osobiste;
27-04-2019;0;;200.00;;Rodzice;;Konto osobiste;
30-04-2019;1;;37.00;;Telefon;Elektronika;Konto osobiste;
30-04-2019;1;;105.00;;Telefon;Elektronika;Konto osobiste;
30-04-2019;1;;41.29;;Jedzenie;;Konto osobiste;
02-05-2019;1;;25.00;;Jedzenie;;Konto osobiste;
02-05-2019;1;;18.90;;Restauracja;Jedzenie;Konto osobiste;
02-05-2019;1;;23.00;;Kino i teatr;Rozrywka;Konto osobiste;
02-05-2019;1;;15.00;;�rodki czysto�ci;Dom;Konto osobiste;
03-05-2019;1;;17.43;;Prezenty;;Konto osobiste;
03-05-2019;1;;50.00;;Prezenty;;Konto osobiste;
04-05-2019;1;;8.90;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
04-05-2019;1;;4.70;;�rodki czysto�ci;Dom;Konto osobiste;
04-05-2019;1;;10.80;;Jedzenie;;Konto osobiste;
05-05-2019;1;;4.98;;Alkohol;Jedzenie;Konto osobiste;
05-05-2019;1;;32.00;;Restauracja;Jedzenie;Konto osobiste;
06-05-2019;1;;11.90;;Restauracja;Jedzenie;Konto osobiste;
06-05-2019;1;;11.72;;Jedzenie;;Konto osobiste;
06-05-2019;1;;3.00;;Jedzenie;;Konto osobiste;
07-05-2019;1;;14.40;;Alkohol;Jedzenie;Konto osobiste;
07-05-2019;1;;11.00;;Jedzenie;;Konto osobiste;
08-05-2019;1;;15.40;;Jedzenie;;Konto osobiste;
08-05-2019;1;;11.00;;Restauracja;Jedzenie;Konto osobiste;
08-05-2019;1;;5.60;;Alkohol;Jedzenie;Konto osobiste;
09-05-2019;1;;6.00;;Alkohol;Jedzenie;Konto osobiste;
09-05-2019;1;;10.00;;Alkohol;Jedzenie;Konto osobiste;
09-05-2019;1;;21.00;;Alkohol;Jedzenie;Konto osobiste;
09-05-2019;1;;6.00;;Alkohol;Jedzenie;Konto osobiste;
09-05-2019;1;;12.00;;Restauracja;Jedzenie;Konto osobiste;
09-05-2019;1;;18.44;;Restauracja;Jedzenie;Konto osobiste;
10-05-2019;1;;18.30;;Jedzenie;;Konto osobiste;
10-05-2019;1;;13.00;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
10-05-2019;1;;5.79;;�rodki czysto�ci;Dom;Konto osobiste;
10-05-2019;1;;10.47;;Jedzenie;;Konto osobiste;
11-05-2019;1;;11.82;;Jedzenie;;Konto osobiste;
12-05-2019;1;;7.48;;Jedzenie;;Konto osobiste;
13-05-2019;1;;6.67;;Alkohol;Jedzenie;Konto osobiste;
13-05-2019;0;;1450.00;;Stypendium;Uczelnia;Konto osobiste;
13-05-2019;1;;13.44;;Jedzenie;;Konto osobiste;
13-05-2019;1;;20.51;;Restauracja;Jedzenie;Konto osobiste;
14-05-2019;1;;43.90;;Restauracja;Jedzenie;Konto osobiste;
14-05-2019;1;;5.69;;Jedzenie;;Konto osobiste;
15-05-2019;1;;500.00;;Czynsz;Dom;Konto osobiste;
15-05-2019;1;;20.00;;Fryzjer;Zdrowie i uroda;Konto osobiste;
16-05-2019;1;;20.00;;Kino i teatr;Rozrywka;Konto osobiste;
16-05-2019;1;;3.50;;Jedzenie;;Konto osobiste;
16-05-2019;1;;15.50;;Jedzenie;;Konto osobiste;
18-05-2019;0;;50.00;;Prezenty;;Konto osobiste;
20-05-2019;1;;14.93;;Jedzenie;;Konto osobiste;
21-05-2019;1;;15.54;;Jedzenie;;Konto osobiste;
21-05-2019;1;;120.00;;Autobus;Samoch�d;Konto osobiste;
21-05-2019;1;;15.00;;Prezenty;;Konto osobiste;
21-05-2019;1;;5.69;;Jedzenie;;Konto osobiste;
22-05-2019;1;;13.95;;Restauracja;Jedzenie;Konto osobiste;
22-05-2019;1;;2.19;;Alkohol;Jedzenie;Konto osobiste;
22-05-2019;1;;13.99;;Odzie�;;Konto osobiste;
22-05-2019;1;;5.25;;Jedzenie;;Konto osobiste;
23-05-2019;1;;4.60;;Jedzenie;;Konto osobiste;
23-05-2019;1;;70.00;;Alkohol;Jedzenie;Konto osobiste;
23-05-2019;1;;19.00;;Restauracja;Jedzenie;Konto osobiste;
23-05-2019;1;;16.00;;Alkohol;Jedzenie;Konto osobiste;
23-05-2019;1;;30.00;;Restauracja;Jedzenie;Konto osobiste;
23-05-2019;1;;18.44;;Jedzenie;;Konto osobiste;
24-05-2019;1;;7.16;;Alkohol;Jedzenie;Konto osobiste;
24-05-2019;1;;13.50;;Jedzenie;;Konto osobiste;
26-05-2019;1;;34.78;;Jedzenie;;Konto osobiste;
28-05-2019;1;;21.73;;Jedzenie;;Konto osobiste;
28-05-2019;1;;138.42;;Rodzice;;Konto osobiste;
28-05-2019;1;;4.18;;Alkohol;Jedzenie;Konto osobiste;
28-05-2019;1;;48.99;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
29-05-2019;1;;3.78;;Jedzenie;;Konto osobiste;
29-05-2019;1;;12.04;;Jedzenie;;Konto osobiste;
30-05-2019;1;;15.00;;Jedzenie;;Konto osobiste;
30-05-2019;1;;20.00;;Alkohol;Jedzenie;Konto osobiste;
30-05-2019;1;;8.00;;Gry;Rozrywka;Konto osobiste;
31-05-2019;0;;200.00;;Rodzice;;Konto osobiste;
31-05-2019;1;;10.78;;�rodki czysto�ci;Dom;Konto osobiste;
31-05-2019;1;;17.72;;Jedzenie;;Konto osobiste;
01-06-2019;1;;14.88;;Jedzenie;;Konto osobiste;
01-06-2019;1;;7.96;;Alkohol;Jedzenie;Konto osobiste;
01-06-2019;1;;5.58;;�rodki czysto�ci;Dom;Konto osobiste;
01-06-2019;1;;5.50;;Restauracja;Jedzenie;Konto osobiste;
01-06-2019;1;;3.49;;Jedzenie;;Konto osobiste;
01-06-2019;1;;20.00;;Prezenty;;Konto osobiste;
01-06-2019;1;;24.00;;Restauracja;Jedzenie;Konto osobiste;
03-06-2019;1;;4.58;;Jedzenie;;Konto osobiste;
03-06-2019;1;;18.71;;Jedzenie;;Konto osobiste;
04-06-2019;1;;8.14;;Jedzenie;;Konto osobiste;
04-06-2019;1;;10.00;;Autobus;Samoch�d;Konto osobiste;
05-06-2019;1;;6.79;;Jedzenie;;Konto osobiste;
05-06-2019;1;;6.68;;Jedzenie;;Konto osobiste;
05-06-2019;1;;4.00;;Jedzenie;;Konto osobiste;
05-06-2019;1;;2.39;;Alkohol;Jedzenie;Konto osobiste;
06-06-2019;1;;5.20;;Jedzenie;;Konto osobiste;
06-06-2019;1;;5.78;;Alkohol;Jedzenie;Konto osobiste;
06-06-2019;1;;11.99;;Woda;Dom;Konto osobiste;
06-06-2019;1;;19.56;;Restauracja;Jedzenie;Konto osobiste;
06-06-2019;1;;22.06;;Jedzenie;;Konto osobiste;
08-06-2019;1;;7.68;;Jedzenie;;Konto osobiste;
08-06-2019;1;;30.00;;Telefon;Elektronika;Konto osobiste;
08-06-2019;1;;29.61;;Jedzenie;;Konto osobiste;
09-06-2019;1;;9.98;;Jedzenie;;Konto osobiste;
09-06-2019;1;;15.50;;Restauracja;Jedzenie;Konto osobiste;
10-06-2019;1;;22.01;;Jedzenie;;Konto osobiste;
10-06-2019;1;;5.00;;Jedzenie;;Konto osobiste;
11-06-2019;1;;19.55;;Jedzenie;;Konto osobiste;
12-06-2019;1;;3.50;;Jedzenie;;Konto osobiste;
12-06-2019;1;;6.38;;Alkohol;Jedzenie;Konto osobiste;
12-06-2019;1;;6.99;;Kosmetyki;Zdrowie i uroda;Konto osobiste;
12-06-2019;1;;10.46;;Jedzenie;;Konto osobiste;
12-06-2019;1;;5.69;;�rodki czysto�ci;Dom;Konto osobiste;
12-06-2019;1;;13.59;;Jedzenie;;Konto osobiste;
12-06-2019;1;;2.50;;Jedzenie;;Konto osobiste;
13-06-2019;1;;2.00;;Jedzenie;;Konto osobiste;
13-06-2019;1;;11.96;;Alkohol;Jedzenie;Konto osobiste;
13-06-2019;1;;2.00;;Jedzenie;;Konto osobiste;
13-06-2019;1;;10.00;;Jedzenie;;Konto osobiste;
13-06-2019;1;;12.05;;Jedzenie;;Konto osobiste;
14-06-2019;1;;12.76;;Alkohol;Jedzenie;Konto osobiste;
14-06-2019;1;;26.52;;Jedzenie;;Konto osobiste;
14-06-2019;1;;25.00;;Kino i teatr;Rozrywka;Konto osobiste;
14-06-2019;1;;17.00;;Restauracja;Jedzenie;Konto osobiste;
15-06-2019;1;;83.00;;;;Konto osobiste;
15-06-2019;1;;69.99;;Spodnie;Odzie�;Konto osobiste;
15-06-2019;1;;91.83;;Dom;;Konto osobiste;
15-06-2019;1;;5.99;;Jedzenie;;Konto osobiste;
15-06-2019;1;;450.00;;Czynsz;Dom;Konto osobiste;
15-06-2019;1;;3.10;;Alkohol;Jedzenie;Konto osobiste;
15-06-2019;0;;1450.00;;Stypendium;Uczelnia;Konto osobiste;
16-06-2019;1;;8.32;;Alkohol;Jedzenie;Konto osobiste;
16-06-2019;1;;5.49;;Jedzenie;;Konto osobiste;
17-06-2019;1;;26.58;;Gry;Rozrywka;Konto osobiste;
17-06-2019;1;;11.90;;Jedzenie;;Konto osobiste;
18-06-2019;1;;5.48;;Alkohol;Jedzenie;Konto osobiste;
18-06-2019;1;;8.27;;Jedzenie;;Konto osobiste;
18-06-2019;1;;10.00;;Restauracja;Jedzenie;Konto osobiste;
19-06-2019;1;;5.10;;Jedzenie;;Konto osobiste;
23-06-2019;1;;4.48;;Alkohol;Jedzenie;Konto osobiste;
23-06-2019;1;;4.99;;Jedzenie;;Konto osobiste;
24-06-2019;1;;23.92;;Jedzenie;;Konto osobiste;
24-06-2019;1;;2.89;;Alkohol;Jedzenie;Konto osobiste;
24-06-2019;1;;5.99;;�rodki czysto�ci;Dom;Konto osobiste;
25-06-2019;1;;6.54;;Jedzenie;;Konto osobiste;
25-06-2019;1;;13.74;;Alkohol;Jedzenie;Konto osobiste;
25-06-2019;1;;2.29;;Jedzenie;;Konto osobiste;
25-06-2019;1;;13.89;;Jedzenie;;Konto osobiste;
26-06-2019;1;;3.50;;Jedzenie;;Konto osobiste;
26-06-2019;1;;14.37;;Jedzenie;;Konto osobiste;
26-06-2019;1;;59.80;;Zdrowie i uroda;;Konto osobiste;
27-06-2019;1;;15.71;;Jedzenie;;Konto osobiste;
27-06-2019;1;;8.47;;Jedzenie;;Konto osobiste;
28-06-2019;1;;20.00;;Fryzjer;Zdrowie i uroda;Konto osobiste;
28-06-2019;0;;200.00;;Rodzice;;Konto osobiste;
29-06-2019;0;;55.00;;Rodzice;;Konto osobiste;
29-06-2019;1;;53.48;;Rodzice;;Konto osobiste;
01-07-2019;1;;35.91;;Rodzice;;Konto osobiste;
01-07-2019;1;;106.39;;Rodzice;;Konto osobiste;
01-07-2019;1;;375.00;;Rodzice;;Konto osobiste;
01-07-2019;1;;6.00;;Jedzenie;;Konto osobiste;
02-07-2019;0;;400.00;;Rodzice;;Konto osobiste;
03-07-2019;1;;2.00;;;;Konto osobiste;
03-07-2019;1;;2.99;;Jedzenie;;Konto osobiste;
03-07-2019;1;;18.85;;Jedzenie;;Konto osobiste;
03-07-2019;1;;4.98;;Alkohol;Jedzenie;Konto osobiste;
04-07-2019;1;;5.00;;Koszulki;Odzie�;Konto osobiste;
04-07-2019;1;;16.53;;Jedzenie;;Konto osobiste;
05-07-2019;1;;20.00;;Kino i teatr;Rozrywka;Konto osobiste;
05-07-2019;1;;5.38;;Alkohol;Jedzenie;Konto osobiste;
05-07-2019;1;;4.50;;Jedzenie;;Konto osobiste;
06-07-2019;1;;9.31;;Jedzenie;;Konto osobiste;
06-07-2019;1;;5.78;;Prezenty;;Konto osobiste;
06-07-2019;1;;5.79;;�rodki czysto�ci;Dom;Konto osobiste;
06-07-2019;1;;15.00;;Dyskoteka;Rozrywka;Konto osobiste;
07-07-2019;1;;9.50;;Jedzenie;;Konto osobiste;
07-07-2019;1;;20.00;;;;Konto osobiste;
07-07-2019;1;;20.00;;Rozrywka;;Konto osobiste;
08-07-2019;1;;6.00;;�rodki czysto�ci;Dom;Konto osobiste;
08-07-2019;1;;16.86;;Jedzenie;;Konto osobiste;
09-07-2019;1;;20.00;;Autobus;Samoch�d;Konto osobiste;
10-07-2019;1;;12.75;;Rozrywka;;Konto osobiste;
